step,timestamp,asset,timeframe,split,episode_id,run_id,seed,bar_index,price,action_raw,position,reward,gross_return,net_return,equity,pnl,commission_paid,slippage_paid,trade_cost,trades,closed_trades_cumulative,terminal_settlement_event
1,2022-01-01 00:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,257,3723.96,0.42297136783599854,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,,0.0,0,0,
2,2022-01-01 04:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,258,3715.31,0.45297956466674805,1.0,-0.0008649999999999637,-0.0008649999999999637,-0.0008649999999999637,9991.35,-8.649999999999636,0.0,,0.0,0,0,
3,2022-01-01 08:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,259,3693.37,0.46787500381469727,1.0,-0.002194000000000051,-0.0021958994530269192,-0.0021958994530269192,9969.41,-21.94000000000051,0.0,,0.0,0,0,
4,2022-01-01 12:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,260,3725.3,0.4759324789047241,1.0,0.003193000000000029,0.003202797357115445,0.003202797357115445,10001.34,31.93000000000029,0.0,,0.0,0,0,
5,2022-01-01 16:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,261,3747.61,0.46103501319885254,1.0,0.002230999999999949,0.002230701086054418,0.002230701086054418,10023.65,22.30999999999949,0.0,,0.0,0,0,
6,2022-01-01 20:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,262,3765.54,0.4541419744491577,1.0,0.0017930000000000292,0.0017887695599906512,0.0017887695599906512,10041.58,17.93000000000029,0.0,,0.0,0,0,
7,2022-01-02 00:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,263,3758.55,0.41602277755737305,1.0,-0.0006989999999999782,-0.0006961055929445149,-0.0006961055929445149,10034.59,-6.989999999999782,0.0,,0.0,0,0,
8,2022-01-02 04:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,264,3747.22,0.42423689365386963,1.0,-0.0011329999999999927,-0.0011290944622550526,-0.0011290944622550526,10023.26,-11.329999999999927,0.0,,0.0,0,0,
9,2022-01-02 08:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,265,3744.01,0.4238014221191406,1.0,-0.0003210000000000946,-0.0003202550866685036,-0.0003202550866685036,10020.05,-3.210000000000946,0.0,,0.0,0,0,
10,2022-01-02 12:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,266,3778.17,0.38698410987854004,1.0,0.0034159999999999855,0.003409164624927007,0.003409164624927007,10054.21,34.159999999999854,0.0,,0.0,0,0,
11,2022-01-02 16:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,267,3798.72,0.35426342487335205,1.0,0.0020550000000001093,0.0020439199101670935,0.0020439199101670935,10074.76,20.55000000000109,0.0,,0.0,0,0,
12,2022-01-02 20:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,268,3828.27,0.37125420570373535,1.0,0.0029549999999999273,0.0029330723511030807,0.0029330723511030807,10104.31,29.549999999999272,0.0,,0.0,0,0,
13,2022-01-03 00:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,269,3785.0,0.35959672927856445,1.0,-0.004326999999999861,-0.004282331005283747,-0.004282331005283747,10061.04,-43.26999999999862,0.0,,0.0,0,0,
14,2022-01-03 04:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,270,3808.88,0.3238316774368286,1.0,0.00238799999999992,0.0023735120822498666,0.0023735120822498666,10084.92,23.8799999999992,0.0,,0.0,0,0,
15,2022-01-03 08:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,271,3834.61,0.3232041597366333,1.0,0.0025729999999999564,0.002551334071068443,0.002551334071068443,10110.65,25.729999999999563,0.0,,0.0,0,0,
16,2022-01-03 12:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,272,3784.04,0.309395432472229,1.0,-0.005056999999999971,-0.005001656668957952,-0.005001656668957952,10060.08,-50.56999999999971,0.0,,0.0,0,0,
17,2022-01-03 16:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,273,3738.4,0.31248533725738525,1.0,-0.004563999999999941,-0.004536743246574522,-0.004536743246574522,10014.44,-45.63999999999942,0.0,,0.0,0,0,
18,2022-01-03 20:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,274,3765.89,0.31378817558288574,1.0,0.002748999999999978,0.0027450361677737126,0.0027450361677737126,10041.93,27.48999999999978,0.0,,0.0,0,0,
19,2022-01-04 00:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,275,3744.23,0.32810747623443604,1.0,-0.0021659999999999856,-0.0021569558839784637,-0.0021569558839784637,10020.27,-21.659999999999854,0.0,,0.0,0,0,
20,2022-01-04 04:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,276,3763.87,0.3355257511138916,1.0,0.001963999999999942,0.001960027025219821,0.001960027025219821,10039.91,19.639999999999418,0.0,,0.0,0,0,
21,2022-01-04 08:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,277,3836.19,0.3475450277328491,1.0,0.007231999999999971,0.007203251821978455,0.007203251821978455,10112.23,72.31999999999971,0.0,,0.0,0,0,
22,2022-01-04 12:00:00,unknown_asset,,train_tail_epoch,cpu_smoke_seam_declared::train_tail_epoch,cpu_smoke_seam_declared,0,278,3849.52,0.36949992179870605,1.0,0.0013329999999999928,0.0013182057765695526,0.0013182057765695526,10125.56,13.329999999999927,0.0,,0.0,0,0,
