step,timestamp,asset,timeframe,split,episode_id,run_id,seed,bar_index,price,action_raw,position,reward,gross_return,net_return,equity,pnl,commission_paid,slippage_paid,trade_cost,trades,closed_trades_cumulative,terminal_settlement_event
1,2017-09-28 04:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,1,305.57,0.027774333953857422,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,,0.0,0,0,
2,2017-09-28 08:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,2,300.7,0.027774333953857422,1.0,-0.0005469999999999345,-0.0005469999999999345,-0.0005469999999999345,9994.53,-5.469999999999345,0.0,,0.0,0,0,
3,2017-09-28 12:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,3,299.42,-0.02339726686477661,1.0,-0.00012800000000006548,-0.0001280700543197784,-0.0001280700543197784,9993.25,-1.2800000000006548,0.0,,0.0,0,0,
4,2017-09-28 16:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,4,298.0,-0.07525795698165894,-1.0,0.00014200000000000727,0.00014209591474245844,0.00014209591474245844,9994.67,1.4200000000000728,0.0,,0.0,1,1,
5,2017-09-28 20:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,5,302.44,-0.1341509222984314,-1.0,-0.0004440000000000509,-0.00044423677820283305,-0.00044423677820283305,9990.23,-4.440000000000509,0.0,,0.0,1,1,
6,2017-09-29 00:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,6,280.0,-0.08542990684509277,-1.0,0.002244000000000051,0.0022461945320578717,0.0022461945320578717,10012.67,22.44000000000051,0.0,,0.0,1,1,
7,2017-09-29 04:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,7,290.49,0.1281956434249878,-1.0,-0.0010489999999999781,-0.0010476725988172767,-0.0010476725988172767,10002.18,-10.489999999999782,0.0,,0.0,1,1,
8,2017-09-29 08:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,8,297.01,0.14827954769134521,1.0,0.000656000000000131,0.0006558570231690801,0.0006558570231690801,10008.740000000002,6.56000000000131,0.0,,0.0,2,2,
9,2017-09-29 12:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,9,293.14,0.17651593685150146,1.0,-0.00038700000000008004,-0.0003866620573619456,-0.0003866620573619456,10004.87,-3.8700000000008004,0.0,,0.0,2,2,
10,2017-09-29 16:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,10,292.81,0.21654915809631348,1.0,-3.2999999999992725e-05,-3.298393682276004e-05,-3.298393682276004e-05,10004.54,-0.32999999999992724,0.0,,0.0,2,2,
11,2017-09-29 20:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,11,292.22,0.28411293029785156,1.0,-5.900000000001455e-05,-5.897322615534002e-05,-5.897322615534002e-05,10003.95,-0.5900000000001455,0.0,,0.0,2,2,
12,2017-09-30 00:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,12,302.01,0.26286137104034424,1.0,0.0009790000000000872,0.0009786134476882503,0.0009786134476882503,10013.740000000002,9.790000000000873,0.0,,0.0,2,2,
13,2017-09-30 04:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,13,301.01,0.2782168388366699,1.0,-0.0001,-9.986278852856174e-05,-9.986278852856174e-05,10012.740000000002,-1.0,0.0,,0.0,2,2,
14,2017-09-30 08:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,14,303.57,0.26656627655029297,1.0,0.0002559999999999491,0.00025567427097872216,0.00025567427097872216,10015.300000000001,2.5599999999994907,0.0,,0.0,2,2,
15,2017-09-30 12:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,15,304.9,0.24971675872802734,1.0,0.00013299999999999272,0.0001327968208640707,0.0001327968208640707,10016.630000000001,1.3299999999999272,0.0,,0.0,2,2,
16,2017-09-30 16:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,16,304.01,0.20750248432159424,1.0,-8.899999999994179e-05,-8.885223872693889e-05,-8.885223872693889e-05,10015.740000000002,-0.8899999999994179,0.0,,0.0,2,2,
17,2017-09-30 20:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,17,304.36,0.20786738395690918,1.0,3.500000000003638e-05,3.494499657542665e-05,3.494499657542665e-05,10016.090000000002,0.3500000000003638,0.0,,0.0,2,2,
18,2017-10-01 00:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,18,299.3,0.2182309627532959,1.0,-0.000506000000000131,-0.0005051871538695547,-0.0005051871538695547,10011.03,-5.06000000000131,0.0,,0.0,2,2,
19,2017-10-01 04:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,19,300.52,0.20603764057159424,1.0,0.00012200000000011641,0.00012186558226288045,0.00012186558226288045,10012.250000000002,1.2200000000011642,0.0,,0.0,2,2,
20,2017-10-01 08:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,20,300.35,0.23233294486999512,1.0,-1.7000000000007278e-05,-1.6979200479419982e-05,-1.6979200479419982e-05,10012.080000000002,-0.17000000000007276,0.0,,0.0,2,2,
21,2017-10-01 12:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,21,300.22,0.29217541217803955,1.0,-1.3000000000101863e-05,-1.2984314947645107e-05,-1.2984314947645107e-05,10011.95,-0.13000000000101863,0.0,,0.0,2,2,
22,2017-10-01 16:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,22,302.0,0.2938162088394165,1.0,0.00017800000000006548,0.00017778754388512275,0.00017778754388512275,10013.730000000001,1.7800000000006548,0.0,,0.0,2,2,
23,2017-10-01 20:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,23,303.95,0.2838423252105713,1.0,0.00019500000000007275,0.00019473263209620465,0.00019473263209620465,10015.680000000002,1.9500000000007276,0.0,,0.0,2,2,
24,2017-10-02 00:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,24,301.46,0.3030722141265869,1.0,-0.00024900000000016006,-0.0002486101792391131,-0.0002486101792391131,10013.19,-2.4900000000016007,0.0,,0.0,2,2,
25,2017-10-02 04:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,25,302.38,0.26088833808898926,1.0,9.200000000000728e-05,9.187881184718083e-05,9.187881184718083e-05,10014.11,0.9200000000000728,0.0,,0.0,2,2,
26,2017-10-02 08:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,26,300.41,0.21297883987426758,1.0,-0.0001969999999999345,-0.000196722424658741,-0.000196722424658741,10012.140000000001,-1.9699999999993452,0.0,,0.0,2,2,
27,2017-10-02 12:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,27,300.8,0.22650909423828125,1.0,3.899999999994179e-05,3.895271140829212e-05,3.895271140829212e-05,10012.53,0.3899999999994179,0.0,,0.0,2,2,
28,2017-10-02 16:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,28,296.87,0.24407005310058594,1.0,-0.0003929999999998472,-0.00039250818724123393,-0.00039250818724123393,10008.600000000002,-3.929999999998472,0.0,,0.0,2,2,
29,2017-10-02 20:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,29,296.5,0.1369640827178955,1.0,-3.700000000008003e-05,-3.696820734176611e-05,-3.696820734176611e-05,10008.230000000001,-0.37000000000080036,0.0,,0.0,2,2,
30,2017-10-03 00:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,30,300.99,0.16141140460968018,1.0,0.00044899999999997817,0.0004486307768706136,0.0004486307768706136,10012.720000000001,4.489999999999782,0.0,,0.0,2,2,
31,2017-10-03 04:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,31,291.77,0.04105508327484131,1.0,-0.0009219999999999345,-0.0009208287058860474,-0.0009208287058860474,10003.500000000002,-9.219999999999345,0.0,,0.0,2,2,
32,2017-10-03 08:00:00,unknown_asset,,train,cpu_smoke_seam_declared::train,cpu_smoke_seam_declared,0,32,291.0,0.0017113685607910156,1.0,-7.700000000004365e-05,-7.697305942924341e-05,-7.697305942924341e-05,10002.730000000001,-0.7700000000004366,0.0,,0.0,2,2,
