step,timestamp,asset,timeframe,split,episode_id,run_id,seed,bar_index,price,action_raw,position,reward,gross_return,net_return,equity,pnl,commission_paid,slippage_paid,trade_cost,trades,closed_trades_cumulative,terminal_settlement_event
1,2017-09-28 04:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,1,305.57,0.03053438663482666,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,,0.0,0,0,
2,2017-09-28 08:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,2,300.7,0.03053438663482666,1.0,-0.0005469999999999345,-0.0005469999999999345,-0.0005469999999999345,9994.53,-5.469999999999345,0.0,,0.0,0,0,
3,2017-09-28 12:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,3,299.42,0.22858572006225586,1.0,-0.00012800000000006548,-0.0001280700543197784,-0.0001280700543197784,9993.25,-1.2800000000006548,0.0,,0.0,0,0,
4,2017-09-28 16:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,4,298.0,0.2906680107116699,1.0,-0.00014200000000000727,-0.00014209591474245844,-0.00014209591474245844,9991.83,-1.4200000000000728,0.0,,0.0,0,0,
5,2017-09-28 20:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,5,302.44,0.3414649963378906,1.0,0.0004440000000000509,0.00044436304460749524,0.00044436304460749524,9996.27,4.440000000000509,0.0,,0.0,0,0,
6,2017-09-29 00:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,6,280.0,0.2906773090362549,1.0,-0.002244000000000051,-0.0022448373243220228,-0.0022448373243220228,9973.83,-22.44000000000051,0.0,,0.0,0,0,
7,2017-09-29 04:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,7,290.49,0.21483135223388672,1.0,0.0010489999999999781,0.0010517524361253181,0.0010517524361253181,9984.32,10.489999999999782,0.0,,0.0,0,0,
8,2017-09-29 08:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,8,297.01,0.22108793258666992,1.0,0.0006520000000000436,0.0006530239415403789,0.0006530239415403789,9990.84,6.520000000000437,0.0,,0.0,0,0,
9,2017-09-29 12:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,9,293.14,0.20918726921081543,1.0,-0.00038700000000008004,-0.00038735481701246345,-0.00038735481701246345,9986.97,-3.8700000000008004,0.0,,0.0,0,0,
10,2017-09-29 16:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,10,292.81,0.20782256126403809,1.0,-3.2999999999992725e-05,-3.304305510078905e-05,-3.304305510078905e-05,9986.64,-0.32999999999992724,0.0,,0.0,0,0,
11,2017-09-29 20:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,11,292.22,0.21469414234161377,1.0,-5.900000000001455e-05,-5.907892944975943e-05,-5.907892944975943e-05,9986.05,-0.5900000000001455,0.0,,0.0,0,0,
12,2017-09-30 00:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,12,302.01,0.23308396339416504,1.0,0.0009790000000000872,0.0009803676128199712,0.0009803676128199712,9995.84,9.790000000000873,0.0,,0.0,0,0,
13,2017-09-30 04:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,13,301.01,0.2496795654296875,1.0,-0.0001,-0.00010004161731280213,-0.00010004161731280213,9994.84,-1.0,0.0,,0.0,0,0,
14,2017-09-30 08:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,14,303.57,0.2789769172668457,1.0,0.0002559999999999491,0.00025613216419667455,0.00025613216419667455,9997.4,2.5599999999994907,0.0,,0.0,0,0,
15,2017-09-30 12:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,15,304.9,0.3140205144882202,1.0,0.00013299999999999272,0.00013303458899313093,0.00013303458899313093,9998.73,1.3299999999999272,0.0,,0.0,0,0,
16,2017-09-30 16:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,16,304.01,0.3067840337753296,1.0,-8.899999999994179e-05,-8.901130443560512e-05,-8.901130443560512e-05,9997.84,-0.8899999999994179,0.0,,0.0,0,0,
17,2017-09-30 20:00:00,unknown_asset,,train_epoch,cpu_smoke_seam_declared::train_epoch,cpu_smoke_seam_declared,0,17,304.36,0.28086280822753906,1.0,3.500000000003638e-05,3.500756163334918e-05,3.500756163334918e-05,9998.19,0.3500000000003638,0.0,,0.0,0,0,
