step,timestamp,asset,timeframe,split,episode_id,run_id,seed,bar_index,price,action_raw,position,reward,gross_return,net_return,equity,pnl,commission_paid,slippage_paid,trade_cost,trades
18,2017-10-01 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,18,299.3,-0.044638097286224365,-1.0,0.0006599999999998545,0.000659291261893319,0.000659291261893319,10017.35,6.599999999998545,0.0,,0.0,3
19,2017-10-01 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,19,300.52,-0.024269461631774902,-1.0,-0.00012200000000011641,-0.00012178869661149546,-0.00012178869661149546,10016.13,-1.2200000000011642,0.0,,0.0,3
20,2017-10-01 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,20,300.35,-0.10033583641052246,-1.0,1.7000000000007278e-05,1.6972623158852048e-05,1.6972623158852048e-05,10016.3,0.17000000000007276,0.0,,0.0,3
21,2017-10-01 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,21,300.22,-0.09188395738601685,-1.0,1.3000000000101863e-05,1.2978844483593607e-05,1.2978844483593607e-05,10016.43,0.13000000000101863,0.0,,0.0,3
22,2017-10-01 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,22,302.0,-0.025753140449523926,-1.0,-0.00017800000000006548,-0.00017770802571381769,-0.00017770802571381769,10014.65,-1.7800000000006548,0.0,,0.0,3
23,2017-10-01 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,23,303.95,-0.04779714345932007,-1.0,-0.00019500000000007275,-0.00019471474290172174,-0.00019471474290172174,10012.699999999999,-1.9500000000007276,0.0,,0.0,3
24,2017-10-02 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,24,301.46,-0.08348226547241211,-1.0,0.00024900000000016006,0.00024868417110285947,0.00024868417110285947,10015.19,2.4900000000016007,0.0,,0.0,3
25,2017-10-02 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,25,302.38,-0.09631776809692383,-1.0,-9.200000000000728e-05,-9.186046395525924e-05,-9.186046395525924e-05,10014.27,-0.9200000000000728,0.0,,0.0,3
26,2017-10-02 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,26,300.41,-0.05486953258514404,-1.0,0.0001969999999999345,0.00019671928158511255,0.00019671928158511255,10016.24,1.9699999999993452,0.0,,0.0,3
27,2017-10-02 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,27,300.8,0.00804758071899414,-1.0,-3.899999999994179e-05,-3.8936766690835874e-05,-3.8936766690835874e-05,10015.85,-0.3899999999994179,0.0,,0.0,3
28,2017-10-02 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,28,296.87,-0.0550006628036499,1.0,-0.00027100000000009457,-0.0002705711447356885,-0.0002705711447356885,10013.14,-2.710000000000946,0.0,,0.0,4
29,2017-10-02 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,29,296.5,0.03377938270568848,-1.0,0.00016299999999991996,0.00016278609906574757,0.00016278609906574757,10014.769999999999,1.6299999999991996,0.0,,0.0,5
30,2017-10-03 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,30,300.99,-0.031186997890472412,1.0,0.00011900000000005094,0.00011882449621913528,0.00011882449621913528,10015.96,1.1900000000005093,0.0,,0.0,6
31,2017-10-03 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,31,291.77,0.03762257099151611,-1.0,0.000605999999999949,0.0006050343651531647,0.0006050343651531647,10022.019999999999,6.059999999999491,0.0,,0.0,7
32,2017-10-03 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,32,291.0,0.06995081901550293,1.0,-7.5e-05,-7.483521286127948e-05,-7.483521286127948e-05,10021.269999999999,-0.75,0.0,,0.0,8
33,2017-10-03 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,33,291.29,0.12537741661071777,1.0,2.9000000000087312e-05,2.8938447921358587e-05,2.8938447921358587e-05,10021.56,0.2900000000008731,0.0,,0.0,8
34,2017-10-03 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,34,291.13,0.09501349925994873,1.0,-1.6000000000167346e-05,-1.596557821353896e-05,-1.596557821353896e-05,10021.399999999998,-0.16000000000167347,0.0,,0.0,8
35,2017-10-03 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,35,292.48,0.0797809362411499,1.0,0.00013500000000003638,0.00013471171692581516,0.00013471171692581516,10022.749999999998,1.3500000000003638,0.0,,0.0,8
36,2017-10-04 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,36,293.41,0.05481982231140137,1.0,9.300000000002911e-05,9.278890524060674e-05,9.278890524060674e-05,10023.679999999998,0.930000000000291,0.0,,0.0,8
37,2017-10-04 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,37,295.89,0.11618554592132568,1.0,0.0002479999999999563,0.00024741412335584973,0.00024741412335584973,10026.159999999998,2.4799999999995634,0.0,,0.0,8
38,2017-10-04 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,38,292.58,0.1024169921875,1.0,-0.00033099999999994907,-0.00033013636327362534,-0.00033013636327362534,10022.849999999999,-3.3099999999994907,0.0,,0.0,8
39,2017-10-04 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,39,294.38,0.13589119911193848,1.0,0.00017999999999992723,0.0001795896376778334,0.0001795896376778334,10024.649999999998,1.7999999999992724,0.0,,0.0,8
40,2017-10-04 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,40,291.25,0.1460195779800415,1.0,-0.00031299999999991995,-0.0003122303521817919,-0.0003122303521817919,10021.519999999999,-3.1299999999991996,0.0,,0.0,8
41,2017-10-04 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,41,291.99,0.13461530208587646,1.0,7.399999999997818e-05,7.384109396576385e-05,7.384109396576385e-05,10022.259999999998,0.7399999999997817,0.0,,0.0,8
42,2017-10-05 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,42,289.71,0.06890296936035156,1.0,-0.00022800000000006547,-0.00022749359924813917,-0.00022749359924813917,10019.979999999998,-2.280000000000655,0.0,,0.0,8
43,2017-10-05 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,43,289.12,0.019072890281677246,1.0,-5.899999999983265e-05,-5.888235305842194e-05,-5.888235305842194e-05,10019.39,-0.5899999999983265,0.0,,0.0,8
44,2017-10-05 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,44,289.72,-0.04094803333282471,1.0,5.999999999985448e-05,5.988388514655531e-05,5.988388514655531e-05,10019.989999999998,0.5999999999985448,0.0,,0.0,8
45,2017-10-05 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,45,294.51,0.019711971282958984,-1.0,-0.00034500000000007273,-0.00034431172087005357,-0.00034431172087005357,10016.539999999997,-3.4500000000007276,0.0,,0.0,9
46,2017-10-05 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,46,296.99,0.06458306312561035,1.0,0.00015,0.00014975230967978966,0.00014975230967978966,10018.039999999997,1.5,0.0,,0.0,10
47,2017-10-05 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,47,294.81,0.10879254341125488,1.0,-0.0002180000000000291,-0.00021760743618515115,-0.00021760743618515115,10015.859999999997,-2.180000000000291,0.0,,0.0,10
48,2017-10-06 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,48,295.52,0.10131692886352539,1.0,7.100000000009459e-05,7.08875723104103e-05,7.08875723104103e-05,10016.569999999998,0.7100000000009459,0.0,,0.0,10
49,2017-10-06 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,49,300.29,0.07506716251373291,1.0,0.00047700000000004363,0.0004762109185080759,0.0004762109185080759,10021.339999999998,4.770000000000437,0.0,,0.0,10
50,2017-10-06 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,50,301.22,0.08578085899353027,1.0,9.29999999998472e-05,9.280196061589291e-05,9.280196061589291e-05,10022.269999999997,0.929999999998472,0.0,,0.0,10
51,2017-10-06 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,51,301.67,0.10509037971496582,1.0,4.500000000007276e-05,4.4900007682962814e-05,4.4900007682962814e-05,10022.719999999998,0.4500000000007276,0.0,,0.0,10
52,2017-10-06 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,52,302.01,0.08718681335449219,1.0,3.4000000000014555e-05,3.39229271096215e-05,3.39229271096215e-05,10023.059999999998,0.3400000000001455,0.0,,0.0,10
53,2017-10-06 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,53,310.8,0.10071778297424316,1.0,0.0008789999999999055,0.0008769776894480384,0.0008769776894480384,10031.849999999997,8.789999999999054,0.0,,0.0,10
54,2017-10-07 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,54,311.56,0.10020554065704346,1.0,7.600000000002182e-05,7.575870851340665e-05,7.575870851340665e-05,10032.609999999997,0.7600000000002183,0.0,,0.0,10
55,2017-10-07 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,55,307.01,0.0982130765914917,1.0,-0.00045499999999992725,-0.0004535210677978386,-0.0004535210677978386,10028.059999999998,-4.549999999999272,0.0,,0.0,10
56,2017-10-07 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,56,306.0,0.08272337913513184,1.0,-0.00010100000000002182,-0.000100717387012066,-0.000100717387012066,10027.049999999997,-1.0100000000002183,0.0,,0.0,10
57,2017-10-07 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,57,310.06,0.12127470970153809,1.0,0.00040599999999994904,0.0004049047326980011,0.0004049047326980011,10031.109999999997,4.059999999999491,0.0,,0.0,10
58,2017-10-07 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,58,308.02,0.142136812210083,1.0,-0.0002039999999999054,-0.0002033673242541508,-0.0002033673242541508,10029.069999999998,-2.039999999999054,0.0,,0.0,10
59,2017-10-07 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,59,311.01,0.1558389663696289,1.0,0.00029899999999997816,0.00029813332642007507,0.00029813332642007507,10032.059999999998,2.9899999999997817,0.0,,0.0,10
60,2017-10-08 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,60,312.75,0.13523602485656738,1.0,0.00017399999999997818,0.00017344393873240213,0.00017344393873240213,10033.799999999997,1.7399999999997817,0.0,,0.0,10
61,2017-10-08 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,61,311.38,0.14666438102722168,1.0,-0.00013700000000008004,-0.0001365384998705177,-0.0001365384998705177,10032.429999999997,-1.3700000000008004,0.0,,0.0,10
62,2017-10-08 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,62,310.43,0.16436457633972168,1.0,-9.499999999989087e-05,-9.469291088987502e-05,-9.469291088987502e-05,10031.479999999998,-0.9499999999989086,0.0,,0.0,10
63,2017-10-08 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,63,313.97,0.21819376945495605,1.0,0.0003539999999999054,0.00035288910509705996,0.00035288910509705996,10035.019999999997,3.539999999999054,0.0,,0.0,10
64,2017-10-08 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,64,311.66,0.1869220733642578,1.0,-0.00023099999999994907,-0.0002301938610983826,-0.0002301938610983826,10032.709999999997,-2.3099999999994907,0.0,,0.0,10
65,2017-10-08 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,65,311.07,0.20134973526000977,1.0,-5.900000000001455e-05,-5.8807640208891286e-05,-5.8807640208891286e-05,10032.119999999997,-0.5900000000001455,0.0,,0.0,10
66,2017-10-09 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,66,305.5,0.17595946788787842,1.0,-0.0005569999999999709,-0.0005552166441389966,-0.0005552166441389966,10026.549999999997,-5.569999999999709,0.0,,0.0,10
67,2017-10-09 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,67,304.02,0.1508166790008545,1.0,-0.00014799999999995635,-0.0001476081004931471,-0.0001476081004931471,10025.069999999998,-1.4799999999995634,0.0,,0.0,10
68,2017-10-09 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,68,305.63,0.10894644260406494,1.0,0.0001609999999998763,0.00016059738236229407,0.00016059738236229407,10026.679999999997,1.609999999998763,0.0,,0.0,10
69,2017-10-09 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,69,300.01,0.1262584924697876,1.0,-0.0005619999999998981,-0.0005605045737970079,-0.0005605045737970079,10021.059999999998,-5.619999999998981,0.0,,0.0,10
70,2017-10-09 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,70,288.26,0.1274012327194214,1.0,-0.001175,-0.0011725306504501523,-0.0011725306504501523,10009.309999999998,-11.75,0.0,,0.0,10
71,2017-10-09 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,71,297.19,0.14073669910430908,1.0,0.0008930000000000291,0.0008921693902976622,0.0008921693902976622,10018.239999999998,8.930000000000291,0.0,,0.0,10
72,2017-10-10 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,72,298.55,0.10107243061065674,1.0,0.00013599999999987632,0.0001357523876448122,0.0001357523876448122,10019.599999999997,1.359999999998763,0.0,,0.0,10
73,2017-10-10 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,73,296.0,0.03638958930969238,1.0,-0.0002549999999999272,-0.00025450117769165167,-0.00025450117769165167,10017.049999999997,-2.5499999999992724,0.0,,0.0,10
74,2017-10-10 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,74,299.21,0.060361623764038086,1.0,0.00032099999999991266,0.0003204536265666167,0.0003204536265666167,10020.259999999997,3.209999999999127,0.0,,0.0,10
75,2017-10-10 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,75,305.42,0.11068201065063477,1.0,0.0006210000000000946,0.0006197443978500506,0.0006197443978500506,10026.469999999998,6.210000000000946,0.0,,0.0,10
76,2017-10-10 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,76,300.71,0.09661531448364258,1.0,-0.0004710000000000946,-0.00046975655440059633,-0.00046975655440059633,10021.759999999997,-4.710000000000946,0.0,,0.0,10
77,2017-10-10 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,77,298.64,0.08643686771392822,1.0,-0.0002069999999999709,-0.00020655054601184918,-0.00020655054601184918,10019.689999999997,-2.069999999999709,0.0,,0.0,10
78,2017-10-11 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,78,302.27,0.05064117908477783,1.0,0.00036300000000010185,0.000362286657571344,0.000362286657571344,10023.319999999998,3.6300000000010186,0.0,,0.0,10
79,2017-10-11 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,79,303.75,0.04443657398223877,1.0,0.00014799999999995635,0.0001476556669845484,0.0001476556669845484,10024.799999999997,1.4799999999995634,0.0,,0.0,10
80,2017-10-11 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,80,301.73,0.013464570045471191,1.0,-0.00020200000000004364,-0.00020150027930736144,-0.00020150027930736144,10022.779999999997,-2.0200000000004366,0.0,,0.0,10
81,2017-10-11 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,81,299.82,0.031246185302734375,1.0,-0.00019099999999998545,-0.00019056589090051413,-0.00019056589090051413,10020.869999999997,-1.9099999999998545,0.0,,0.0,10
82,2017-10-11 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,82,304.03,0.024118542671203613,1.0,0.0004210000000000946,0.00042012320287569314,0.00042012320287569314,10025.079999999998,4.210000000000946,0.0,,0.0,10
83,2017-10-11 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,83,304.01,-0.02328258752822876,1.0,-2.0000000000436556e-06,-1.9949965486995176e-06,-1.9949965486995176e-06,10025.059999999998,-0.020000000000436557,0.0,,0.0,10
84,2017-10-12 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,84,305.55,0.0028401613235473633,-1.0,-0.0001539999999999054,-0.00015361504070789147,-0.00015361504070789147,10023.519999999999,-1.5399999999990541,0.0,,0.0,11
85,2017-10-12 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,85,307.09,0.007203578948974609,1.0,-0.00013600000000005822,-0.00013568087857365299,-0.00013568087857365299,10022.159999999998,-1.360000000000582,0.0,,0.0,12
86,2017-10-12 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,86,306.0,0.05085790157318115,1.0,-0.00010900000000001455,-0.00010875899007800173,-0.00010875899007800173,10021.069999999998,-1.0900000000001455,0.0,,0.0,12
87,2017-10-12 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,87,306.45,0.015709280967712402,1.0,4.500000000007276e-05,4.490538435523629e-05,4.490538435523629e-05,10021.519999999999,0.4500000000007276,0.0,,0.0,12
88,2017-10-12 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,88,305.99,0.06037330627441406,1.0,-4.600000000009459e-05,-4.590122057342059e-05,-4.590122057342059e-05,10021.059999999998,-0.4600000000009459,0.0,,0.0,12
89,2017-10-12 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,89,303.99,0.12356114387512207,1.0,-0.0002,-0.00019957968518300465,-0.00019957968518300465,10019.059999999998,-2.0,0.0,,0.0,12
90,2017-10-13 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,90,304.73,0.041223764419555664,1.0,7.399999999997818e-05,7.385922431842726e-05,7.385922431842726e-05,10019.799999999997,0.7399999999997817,0.0,,0.0,12
91,2017-10-13 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,91,328.0,0.04561948776245117,1.0,0.0023270000000000434,0.002322401644743452,0.002322401644743452,10043.069999999998,23.270000000000437,0.0,,0.0,12
92,2017-10-13 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,92,330.44,0.020357728004455566,1.0,0.00024400000000005093,0.00024295359884980489,0.00024295359884980489,10045.509999999998,2.4400000000005093,0.0,,0.0,12
93,2017-10-13 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,93,341.5,0.05098068714141846,1.0,0.001105999999999949,0.0011009893972530507,0.0011009893972530507,10056.569999999998,11.05999999999949,0.0,,0.0,12
94,2017-10-13 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,94,341.36,0.1285102367401123,1.0,-1.3999999999941792e-05,-1.3921247502818351e-05,-1.3921247502818351e-05,10056.429999999998,-0.13999999999941792,0.0,,0.0,12
95,2017-10-13 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,95,337.96,0.16334199905395508,1.0,-0.0003400000000001455,-0.00033809214602015383,-0.00033809214602015383,10053.029999999997,-3.400000000001455,0.0,,0.0,12
96,2017-10-14 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,96,342.04,0.1659919023513794,1.0,0.0004080000000001746,0.00040584778917418404,0.00040584778917418404,10057.109999999999,4.080000000001746,0.0,,0.0,12
97,2017-10-14 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,97,346.53,0.28001511096954346,1.0,0.00044899999999997817,0.00044645032220983784,0.00044645032220983784,10061.599999999999,4.489999999999782,0.0,,0.0,12
98,2017-10-14 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,98,341.91,0.2626873254776001,1.0,-0.00046200000000008,-0.0004591715035382843,-0.0004591715035382843,10056.979999999998,-4.6200000000008,0.0,,0.0,12
99,2017-10-14 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,99,344.04,0.23377418518066406,1.0,0.00021300000000010186,0.0002117932023332073,0.0002117932023332073,10059.109999999999,2.1300000000010186,0.0,,0.0,12
100,2017-10-14 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,100,348.06,0.22577345371246338,1.0,0.0004019999999998618,0.00039963774131097267,0.00039963774131097267,10063.129999999997,4.019999999998618,0.0,,0.0,12
101,2017-10-14 20:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,101,342.0,0.20435631275177002,1.0,-0.000605999999999949,-0.0006021983219932062,-0.0006021983219932062,10057.069999999998,-6.059999999999491,0.0,,0.0,12
102,2017-10-15 00:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,102,338.03,0.2368924617767334,1.0,-0.0003969999999999345,-0.0003947471778559109,-0.0003947471778559109,10053.099999999999,-3.969999999999345,0.0,,0.0,12
103,2017-10-15 04:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,103,341.49,0.19475138187408447,1.0,0.0003459999999999127,0.00034417244432057053,0.00034417244432057053,10056.559999999998,3.459999999999127,0.0,,0.0,12
104,2017-10-15 08:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,104,318.06,0.20968234539031982,1.0,-0.002343000000000029,-0.0023298225238053863,-0.0023298225238053863,10033.129999999997,-23.43000000000029,0.0,,0.0,12
105,2017-10-15 12:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,105,333.56,0.20182085037231445,1.0,0.00155,0.0015448818065748181,0.0015448818065748181,10048.629999999997,15.5,0.0,,0.0,12
106,2017-10-15 16:00:00,unknown_asset,,train_epoch,asset_seed0::train_epoch,asset_seed0,0,106,330.36,0.12008237838745117,1.0,-0.00031999999999989085,-0.0003184513709828016,-0.0003184513709828016,10045.429999999998,-3.1999999999989086,0.0,,0.0,12
