step,timestamp,asset,timeframe,split,episode_id,run_id,seed,bar_index,price,action_raw,position,reward,gross_return,net_return,equity,pnl,commission_paid,slippage_paid,trade_cost,trades,closed_trades_cumulative,terminal_settlement_event
1,2017-09-28 04:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,1,305.57,0.035614609718322754,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,,0.0,0,0,
2,2017-09-28 08:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,2,300.7,0.035614609718322754,1.0,-0.0005469999999999345,-0.0005469999999999345,-0.0005469999999999345,9994.53,-5.469999999999345,0.0,,0.0,0,0,
3,2017-09-28 12:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,3,299.42,-0.15413308143615723,1.0,-0.00012800000000006548,-0.0001280700543197784,-0.0001280700543197784,9993.25,-1.2800000000006548,0.0,,0.0,0,0,
4,2017-09-28 16:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,4,298.0,-0.1987457275390625,-1.0,0.00014200000000000727,0.00014209591474245844,0.00014209591474245844,9994.67,1.4200000000000728,0.0,,0.0,1,1,
5,2017-09-28 20:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,5,302.44,-0.19202518463134766,-1.0,-0.0004440000000000509,-0.00044423677820283305,-0.00044423677820283305,9990.23,-4.440000000000509,0.0,,0.0,1,1,
6,2017-09-29 00:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,6,280.0,-0.17192482948303223,-1.0,0.002244000000000051,0.0022461945320578717,0.0022461945320578717,10012.67,22.44000000000051,0.0,,0.0,1,1,
7,2017-09-29 04:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,7,290.49,-0.11959463357925415,-1.0,-0.0010489999999999781,-0.0010476725988172767,-0.0010476725988172767,10002.18,-10.489999999999782,0.0,,0.0,1,1,
8,2017-09-29 08:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,8,297.01,-0.1092039942741394,-1.0,-0.0006520000000000436,-0.0006518578949789382,-0.0006518578949789382,9995.66,-6.520000000000437,0.0,,0.0,1,1,
9,2017-09-29 12:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,9,293.14,-0.11116385459899902,-1.0,0.00038700000000008004,0.0003871680309255017,0.0003871680309255017,9999.53,3.8700000000008004,0.0,,0.0,1,1,
10,2017-09-29 16:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,10,292.81,-0.13377881050109863,-1.0,3.2999999999992725e-05,3.300155107289315e-05,3.300155107289315e-05,9999.86,0.32999999999992724,0.0,,0.0,1,1,
11,2017-09-29 20:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,11,292.22,-0.11376523971557617,-1.0,5.900000000001455e-05,5.9000826011578714e-05,5.9000826011578714e-05,10000.45,0.5900000000001455,0.0,,0.0,1,1,
12,2017-09-30 00:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,12,302.01,-0.122067391872406,-1.0,-0.0009790000000000872,-0.000978955946982473,-0.000978955946982473,9990.66,-9.790000000000873,0.0,,0.0,1,1,
13,2017-09-30 04:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,13,301.01,-0.09366494417190552,-1.0,0.0001,0.00010009348731715422,0.00010009348731715422,9991.66,1.0,0.0,,0.0,1,1,
14,2017-09-30 08:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,14,303.57,-0.02749776840209961,-1.0,-0.0002559999999999491,-0.00025621368221091296,-0.00025621368221091296,9989.1,-2.5599999999994907,0.0,,0.0,1,1,
15,2017-09-30 12:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,15,304.9,-0.05191153287887573,-1.0,-0.00013299999999999272,-0.00013314512818971951,-0.00013314512818971951,9987.77,-1.3299999999999272,0.0,,0.0,1,1,
16,2017-09-30 16:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,16,304.01,-0.07982677221298218,-1.0,8.899999999994179e-05,8.910898028282769e-05,8.910898028282769e-05,9988.66,0.8899999999994179,0.0,,0.0,1,1,
17,2017-09-30 20:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,17,304.36,-0.11625885963439941,-1.0,-3.500000000003638e-05,-3.503973505959396e-05,-3.503973505959396e-05,9988.31,-0.3500000000003638,0.0,,0.0,1,1,
18,2017-10-01 00:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,18,299.3,-0.06263834238052368,-1.0,0.000506000000000131,0.0005065922062892831,0.0005065922062892831,9993.37,5.06000000000131,0.0,,0.0,1,1,
19,2017-10-01 04:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,19,300.52,-0.06665778160095215,-1.0,-0.00012200000000011641,-0.00012208093966311305,-0.00012208093966311305,9992.15,-1.2200000000011642,0.0,,0.0,1,1,
20,2017-10-01 08:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,20,300.35,-0.10445427894592285,-1.0,1.7000000000007278e-05,1.7013355484062266e-05,1.7013355484062266e-05,9992.32,0.17000000000007276,0.0,,0.0,1,1,
21,2017-10-01 12:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,21,300.22,-0.12267082929611206,-1.0,1.3000000000101863e-05,1.3009991673707271e-05,1.3009991673707271e-05,9992.45,0.13000000000101863,0.0,,0.0,1,1,
22,2017-10-01 16:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,22,302.0,-0.10588395595550537,-1.0,-0.00017800000000006548,-0.00017813449154117906,-0.00017813449154117906,9990.67,-1.7800000000006548,0.0,,0.0,1,1,
23,2017-10-01 20:00:00,unknown_asset,,train,wp4_smoke::train,wp4_smoke,0,23,303.95,-0.11507302522659302,-1.0,-0.00019500000000007275,-0.00019518210490394815,-0.00019518210490394815,9988.72,-1.9500000000007276,0.0,,0.0,1,1,
