epoch,raw_train_tail_trades,raw_val_trades,raw_train_tail_total_return,raw_val_total_return,raw_train_tail_max_drawdown_fraction,raw_val_max_drawdown_fraction,monitor_value,monitor_train_tail_rap,monitor_validation_rap,monitor_gap,monitor_gap_penalty,fitness_activity_band,fitness_annualized_rate,fitness_activity_utility,fitness_validation_economics,fitness_gap_bounded,fitness_lex_key,eligible,reason,monitor_contract_id,fitness_contract_id,source_report,source_report_sha256,monitor_rank,fitness_rank,rank_delta
19,10,22,-0.010783999999999683,0.01216100000000031,0.0221112207897854,0.02457157596901457,-0.02777405958459238,-0.03289522078978509,-0.012410575969014261,0.020484644820770826,0.0051211612051927065,1,22.0,0.6633249580710799,-0.012410575969014261,0.022944999999999993,"[1, -0.012410575969014261, -0.022944999999999993]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,16,8,8
20,9,34,0.007604000000000388,0.015457000000000498,0.01267475878503806,0.02749077545049047,-0.010293021284126897,-0.005070758785037672,-0.012033775450489972,0.0069630166654523,0.001740754166363075,1,34.0,0.8246211251235321,-0.012033775450489972,0.00785300000000011,"[1, -0.012033775450489972, -0.00785300000000011]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,7,7,0
21,13,22,0.0164740000000001,0.0294790000000007,0.012760975996904846,0.039541187520377906,-0.006618384639509091,0.0037130240030952538,-0.010062187520377207,0.01377521152347246,0.003443802880868115,1,22.0,0.6633249580710799,-0.010062187520377207,0.0130050000000006,"[1, -0.010062187520377207, -0.0130050000000006]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,6,6,0
22,13,32,0.01246600000000031,0.012951000000000823,0.011497080838694577,0.029823684002185793,-0.012412283211312294,0.000968919161305733,-0.01687268400218497,0.017841603163490705,0.004460400790872676,1,32.0,0.8,-0.01687268400218497,0.0004850000000005128,"[1, -0.01687268400218497, -0.0004850000000005128]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,8,12,-4
23,13,24,0.014884000000000341,-0.013672999999999824,0.01448419883035134,0.04242307895069275,-0.04197210892060718,0.0003998011696490014,-0.056096078950692574,0.056495880120341575,0.014123970030085394,1,24.0,0.6928203230275509,-0.056096078950692574,0.028557000000000166,"[1, -0.056096078950692574, -0.028557000000000166]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,23,23,0
24,9,32,0.01723800000000053,0.014293000000000555,0.012071488449843529,0.03568400732367446,-0.014751627605216177,0.005166511550157002,-0.021391007323673904,0.026557518873830906,0.006639379718457726,1,32.0,0.8,-0.021391007323673904,0.0029449999999999754,"[1, -0.021391007323673904, -0.0029449999999999754]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,9,13,-4
25,7,34,0.013022000000000533,0.005779000000000201,0.011497080838694577,0.042091609096501156,-0.026853227032049228,0.001524919161305956,-0.036312609096500956,0.03783752825780691,0.009459382064451727,1,34.0,0.8246211251235321,-0.036312609096500956,0.0072430000000003325,"[1, -0.036312609096500956, -0.0072430000000003325]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,14,17,-3
26,11,42,-0.00523199999999957,0.003142999999999896,0.020840999999999985,0.039160602177536086,-0.033531451633152035,-0.026072999999999555,-0.03601760217753619,0.009944602177536635,0.0024861505443841588,1,42.0,0.916515138991168,-0.03601760217753619,0.008374999999999466,"[1, -0.03601760217753619, -0.008374999999999466]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,18,16,2
27,12,30,0.008308000000000204,0.05537300000000056,0.020840999999999985,0.03382055638697291,-0.004011639096742922,-0.01253299999999978,0.021552443613027654,0.034085443613027434,0.008521360903256859,1,30.0,0.7745966692414834,0.021552443613027654,0.04706500000000036,"[1, 0.021552443613027654, -0.04706500000000036]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,4,4,0
28,9,28,0.007240000000000579,0.00996700000000006,0.02001498023303687,0.025756309278227786,-0.015035727016929868,-0.01277498023303629,-0.015789309278227727,0.003014329045191437,0.0007535822612978593,1,28.0,0.7483314773547883,-0.015789309278227727,0.00272699999999948,"[1, -0.015789309278227727, -0.00272699999999948]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,10,10,0
29,12,36,-0.012333999999999623,-0.022264999999999202,0.022463999999999578,0.04951349928562816,-0.06253337446422033,-0.034797999999999205,-0.07177849928562736,0.03698049928562816,0.00924512482140704,1,36.0,0.848528137423857,-0.07177849928562736,0.009930999999999579,"[1, -0.07177849928562736, -0.009930999999999579]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,32,26,6
30,13,32,0.032984000000000346,0.02260300000000126,0.010008372462699946,0.022653515178283984,0.005706020500613058,0.0229756275373004,-5.0515178282722895e-05,0.023026142715583123,0.005756535678895781,1,32.0,0.8,-5.0515178282722895e-05,0.010380999999999085,"[1, -5.0515178282722895e-05, -0.010380999999999085]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,1,5,-4
31,14,42,0.0037279999999999536,0.04722500000000052,0.017944124701889393,0.018354787285448815,-0.003444540347779154,-0.014216124701889439,0.028870212714551702,0.04308633741644114,0.010771584354110285,1,42.0,0.916515138991168,0.028870212714551702,0.04349700000000056,"[1, 0.028870212714551702, -0.04349700000000056]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,3,3,0
32,17,40,-0.004779999999999562,0.0638810000000003,0.016976664870769504,0.022365201714527452,-0.005938549081708587,-0.021756664870769066,0.041515798285472846,0.06327246315624191,0.015818115789060477,1,40.0,0.8944271909999159,0.041515798285472846,0.06866099999999986,"[1, 0.041515798285472846, -0.06866099999999986]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,5,2,3
33,13,32,-0.009083999999999648,0.010189000000000226,0.02201456969996286,0.026282703825304655,-0.027347353231297986,-0.031098569699962508,-0.01609370382530443,0.015004865874658078,0.0037512164686645194,1,32.0,0.8,-0.01609370382530443,0.019272999999999874,"[1, -0.01609370382530443, -0.019272999999999874]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,15,11,4
34,9,18,-0.0040319999999995915,-0.034387000000000056,0.018007714211343735,0.04518008710775495,-0.06518524388365209,-0.022039714211343327,-0.07956708710775501,0.05752737289641168,0.01438184322410292,1,18.0,0.6,-0.07956708710775501,0.030355000000000465,"[1, -0.07956708710775501, -0.030355000000000465]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,33,30,3
35,9,14,-0.007813999999999544,-0.014629000000000225,0.019942215088282086,0.033365087136170674,-0.04293461912419858,-0.02775621508828163,-0.0479940871361709,0.02023787204788927,0.005059468011972317,1,14.0,0.5291502622129182,-0.0479940871361709,0.006815000000000682,"[1, -0.0479940871361709, -0.006815000000000682]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,25,20,5
36,11,30,0.007972000000000534,-0.014957000000000109,0.0114473391776762,0.04911605973783773,-0.04892362959779729,-0.003475339177675665,-0.06407305973783783,0.06059772056016217,0.015149430140040542,1,30.0,0.7745966692414834,-0.06407305973783783,0.022929000000000643,"[1, -0.06407305973783783, -0.022929000000000643]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,27,24,3
37,13,34,-0.013885999999999732,-0.03136500000000064,0.028597110754413967,0.05002398369699607,-0.07166251546135095,-0.0424831107544137,-0.08138898369699671,0.038905872942583006,0.009726468235645751,1,34.0,0.8246211251235321,-0.08138898369699671,0.01747900000000091,"[1, -0.08138898369699671, -0.01747900000000091]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,34,31,3
38,9,28,0.000584000000000362,-0.02014899999999964,0.015161225439544268,0.04415311752355769,-0.05187089450255397,-0.014577225439543906,-0.06430211752355733,0.04972489208401342,0.012431223021003355,1,28.0,0.7483314773547883,-0.06430211752355733,0.020733,"[1, -0.06430211752355733, -0.020733]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,28,25,3
39,13,28,0.006134000000000306,-0.03998299999999966,0.01453315224101751,0.06085717503390771,-0.07772991933568482,-0.008399152241017204,-0.10084017503390737,0.09244102279289017,0.023110255698222542,1,28.0,0.7483314773547883,-0.10084017503390737,0.046116999999999964,"[1, -0.10084017503390737, -0.046116999999999964]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,36,34,2
40,11,40,-0.0019179999999996422,0.009641000000000455,0.014125102974963636,0.02439800201355009,-0.01572157773460987,-0.01604310297496328,-0.014757002013549635,0.001286100961413645,0.00032152524035341124,1,40.0,0.8944271909999159,-0.014757002013549635,0.011559000000000097,"[1, -0.014757002013549635, -0.011559000000000097]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,11,9,2
