epoch,raw_train_tail_trades,raw_val_trades,raw_train_tail_total_return,raw_val_total_return,raw_train_tail_max_drawdown_fraction,raw_val_max_drawdown_fraction,monitor_value,monitor_train_tail_rap,monitor_validation_rap,monitor_gap,monitor_gap_penalty,fitness_activity_band,fitness_annualized_rate,fitness_activity_utility,fitness_validation_economics,fitness_gap_bounded,fitness_lex_key,eligible,reason,monitor_contract_id,fitness_contract_id,source_report,source_report_sha256,monitor_rank,fitness_rank,rank_delta
1,1,5,-0.006979999999999875,0.023805000000000076,0.017477781639441956,0.03725491319762815,-0.02170581452898839,-0.02445778163944183,-0.013449913197628074,0.011007868441813756,0.002751967110453439,0,5.0,0.31622776601683794,-0.013449913197628074,0.03078499999999995,"[0, -0.013449913197628074, -0.03078499999999995]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,13,37,-24
2,1,5,-0.006979999999999875,-0.035607000000000166,0.017477781639441956,0.05560834274695715,-0.07452595247007844,-0.02445778163944183,-0.0912153427469573,0.06675756110751548,0.01668939027687887,0,5.0,0.31622776601683794,-0.0912153427469573,0.02862700000000029,"[0, -0.0912153427469573, -0.02862700000000029]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,35,40,-5
3,2,5,-0.014220000000000121,-0.0003530000000000477,0.024605531006404932,0.03813483923826129,-0.038741108064369124,-0.038825531006405054,-0.03848783923826134,0.0003376917681437164,8.44229420359291e-05,0,5.0,0.31622776601683794,-0.03848783923826134,0.013867000000000074,"[0, -0.03848783923826134, -0.013867000000000074]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,22,38,-16
4,5,7,0.01415999999999995,-0.01736900000000008,0.014975,0.03877999844899884,-0.042315498836749205,-0.0008150000000000501,-0.05614899844899892,0.05533399844899887,0.013833499612249717,0,7.0,0.37416573867739417,-0.05614899844899892,0.03152900000000003,"[0, -0.05614899844899892, -0.03152900000000003]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,24,39,-15
5,4,22,0.017395999999999523,-0.013661000000000256,0.010036130860411862,0.036578034036605214,-0.03583930824255719,0.007359869139587661,-0.05023903403660547,0.05759890317619313,0.014399725794048282,1,22.0,0.6633249580710799,-0.05023903403660547,0.03105699999999978,"[1, -0.05023903403660547, -0.03105699999999978]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,20,21,-1
6,2,21,0.012975999999999877,-0.03231700000000037,0.014975,0.039678424010901145,-0.05449631800817617,-0.001999000000000124,-0.07199542401090152,0.06999642401090139,0.017499106002725348,1,21.0,0.648074069840786,-0.07199542401090152,0.04529300000000025,"[1, -0.07199542401090152, -0.04529300000000025]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,29,27,2
7,6,25,0.04507799999999995,-0.003314999999999957,0.006384313603990583,0.03508140079643965,-0.019123878998327362,0.03869368639600937,-0.038396400796439606,0.07709008719244898,0.019272521798112244,1,25.0,0.7071067811865476,-0.038396400796439606,0.04839299999999991,"[1, -0.038396400796439606, -0.04839299999999991]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,12,18,-6
8,8,27,0.014491999999999727,-0.028521000000000796,0.012413000000000103,0.04781664926592459,-0.056733486949444134,0.0020789999999996246,-0.07633764926592539,0.07841664926592501,0.019604162316481252,1,27.0,0.7348469228349535,-0.07633764926592539,0.04301300000000052,"[1, -0.07633764926592539, -0.04301300000000052]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,30,28,2
9,15,30,0.007033999999999985,-0.059257000000000115,0.015121432685969535,0.06205613477450691,-0.09300670925237266,-0.00808743268596955,-0.12131313477450703,0.11322570208853748,0.02830642552213437,1,30.0,0.7745966692414834,-0.12131313477450703,0.0662910000000001,"[1, -0.12131313477450703, -0.0662910000000001]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,40,36,4
10,13,37,-0.019027999999999934,-0.034455000000000124,0.02733199999999997,0.06464761522990443,-0.08591696142242838,-0.0463599999999999,-0.09910261522990456,0.05274261522990466,0.013185653807476164,1,37.0,0.8602325267042626,-0.09910261522990456,0.01542700000000019,"[1, -0.09910261522990456, -0.01542700000000019]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,39,33,6
11,12,37,0.009751999999999983,-0.023515000000000286,0.019354999999999928,0.05492979111331882,-0.06123434333498931,-0.009602999999999945,-0.0784447911133191,0.06884179111331916,0.01721044777832979,1,37.0,0.8602325267042626,-0.0784447911133191,0.03326700000000027,"[1, -0.0784447911133191, -0.03326700000000027]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,31,29,2
12,9,25,0.007277999999999896,-0.03995300000000046,0.014975,0.0675224313274463,-0.0825308234955851,-0.007697000000000105,-0.10747543132744676,0.09977843132744665,0.024944607831861663,1,25.0,0.7071067811865476,-0.10747543132744676,0.047231000000000356,"[1, -0.10747543132744676, -0.047231000000000356]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,38,35,3
13,3,23,-0.01579799999999998,-0.03700900000000018,0.02268804925276794,0.05396424052746902,-0.07785144270879389,-0.03848604925276792,-0.0909732405274692,0.052487191274701285,0.013121797818675321,1,23.0,0.6782329983125268,-0.0909732405274692,0.021211000000000202,"[1, -0.0909732405274692, -0.021211000000000202]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,37,32,5
14,8,36,-0.007245999999999864,-0.01226499999999997,0.019732291672860044,0.04287515392324279,-0.04809968836064704,-0.026978291672859908,-0.05514015392324276,0.02816186225038285,0.007040465562595712,1,36.0,0.848528137423857,-0.05514015392324276,0.005019000000000107,"[1, -0.05514015392324276, -0.005019000000000107]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,26,22,4
15,5,35,-0.005593999999999877,0.08961899999999967,0.01868300486230725,0.017512829281570528,-0.0001812109671230598,-0.024277004862307126,0.07210617071842915,0.09638317558073628,0.02409579389518407,1,35.0,0.8366600265340756,0.07210617071842915,0.09521299999999955,"[1, 0.07210617071842915, -0.09521299999999955]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,2,1,1
16,5,27,-0.012429999999999941,0.006986999999999632,0.019801438694395875,0.04114319616007255,-0.03367500679365365,-0.03223143869439582,-0.03415619616007292,0.0019247574656771002,0.00048118936641927505,1,27.0,0.7348469228349535,-0.03415619616007292,0.019416999999999573,"[1, -0.03415619616007292, -0.019416999999999573]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,19,14,5
17,6,21,0.003997999999999946,0.005603000000000469,0.014975,0.041244463586257496,-0.029475347689692784,-0.010977000000000054,-0.03564146358625703,0.02466446358625697,0.006166115896564243,1,21.0,0.648074069840786,-0.03564146358625703,0.0016050000000005227,"[1, -0.03564146358625703, -0.0016050000000005227]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,17,15,2
18,10,20,0.0027140000000003273,-0.006528999999999896,0.015769089078755818,0.03893132580576801,-0.03735901662401481,-0.01305508907875549,-0.04546032580576791,0.03240523672701241,0.008101309181753103,1,20.0,0.6324555320336759,-0.04546032580576791,0.009243000000000223,"[1, -0.04546032580576791, -0.009243000000000223]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed404_report.json,7f6066787cd955d12e3f646ba978bbf6377befe52dfcee710c051f94c19d3d60,21,19,2
