epoch,raw_train_tail_trades,raw_val_trades,raw_train_tail_total_return,raw_val_total_return,raw_train_tail_max_drawdown_fraction,raw_val_max_drawdown_fraction,monitor_value,monitor_train_tail_rap,monitor_validation_rap,monitor_gap,monitor_gap_penalty,fitness_activity_band,fitness_annualized_rate,fitness_activity_utility,fitness_validation_economics,fitness_gap_bounded,fitness_lex_key,eligible,reason,monitor_contract_id,fitness_contract_id,source_report,source_report_sha256,monitor_rank,fitness_rank,rank_delta
1,1,7,-0.006979999999999875,0.043464999999999865,0.017477781639441956,0.036568238836866496,-0.01661914593879803,-0.02445778163944183,0.006896761163133369,0.0313545428025752,0.0078386357006438,0,7.0,0.37416573867739417,0.006896761163133369,0.05044499999999974,"[0, 0.006896761163133369, -0.05044499999999974]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,1,9,-8
2,2,5,-0.008338000000000068,0.004966999999999944,0.018764708802939394,0.03793751422474408,-0.03150356286929297,-0.02710270880293946,-0.03297051422474414,0.005867805421804678,0.0014669513554511696,0,5.0,0.31622776601683794,-0.03297051422474414,0.013305000000000011,"[0, -0.03297051422474414, -0.013305000000000011]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,7,12,-5
3,6,15,-9.799999999993148e-05,0.0022569999999986212,0.012274678540551745,0.025006774549926905,-0.020155500547584134,-0.012372678540551676,-0.022749774549928284,0.010377096009376608,0.002594274002344152,1,15.0,0.5477225575051661,-0.022749774549928284,0.0023549999999985527,"[1, -0.022749774549928284, -0.0023549999999985527]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,2,2,0
4,4,5,-0.0014260000000001494,0.007088999999999679,0.01648030242737762,0.03785937530332143,-0.027554357084335755,-0.01790630242737777,-0.030770375303321752,0.012864072875943981,0.0032160182189859953,0,5.0,0.31622776601683794,-0.030770375303321752,0.008514999999999828,"[0, -0.030770375303321752, -0.008514999999999828]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,3,10,-7
5,2,12,0.008979999999999988,0.001707000000000125,0.014975,0.0380417078732339,-0.02874978090492534,-0.0059950000000000125,-0.03633470787323378,0.030339707873233764,0.007584926968308441,0,12.0,0.4898979485566356,-0.03633470787323378,0.007272999999999863,"[0, -0.03633470787323378, -0.007272999999999863]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,5,13,-8
6,2,12,0.010409999999999808,-0.030585000000000084,0.014975,0.055954611498264785,-0.06604595862369869,-0.004565000000000192,-0.08653961149826486,0.08197461149826467,0.020493652874566167,0,12.0,0.4898979485566356,-0.08653961149826486,0.04099499999999989,"[0, -0.08653961149826486, -0.04099499999999989]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,14,15,-1
7,10,19,0.020511999999999864,-0.03004500000000021,0.014975,0.05576587346295365,-0.06297390509721543,0.005536999999999863,-0.08581087346295385,0.09134787346295371,0.02283696836573843,1,19.0,0.6164414002968976,-0.08581087346295385,0.050557000000000074,"[1, -0.08581087346295385, -0.050557000000000074]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,12,8,4
8,7,7,-0.020247999999999933,0.005803000000000003,0.025645921594367124,0.03790669151990228,-0.042446364075750864,-0.04589392159436706,-0.03210369151990228,0.013790230074464782,0.0034475575186161955,0,7.0,0.37416573867739417,-0.03210369151990228,0.026050999999999935,"[0, -0.03210369151990228, -0.026050999999999935]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,9,11,-2
9,2,31,-0.007358000000000198,-0.02357100000000012,0.0213880000000001,0.055118125551920034,-0.06620334416394019,-0.0287460000000003,-0.07868912555192015,0.04994312555191985,0.012485781387979962,1,31.0,0.7874007874011811,-0.07868912555192015,0.016212999999999922,"[1, -0.07868912555192015, -0.016212999999999922]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,15,6,9
10,7,11,-0.0041519999999997115,-0.02208100000000035,0.018789014102875715,0.0407725386074887,-0.05287540748133564,-0.022941014102875426,-0.06285353860748905,0.03991252450461362,0.009978131126153405,0,11.0,0.469041575982343,-0.06285353860748905,0.01792900000000064,"[0, -0.06285353860748905, -0.01792900000000064]",True,,agent_multi.easy_checkpoint_monitor.v1,agent_multi.easy_doin_candidate_fitness.v1,docs/audits/evidence/wp3_replication_20260821/seed202_report.json,a6c602cab216eb408d4ad9a7f5984532d12fe40c37d54358a97fb22a2a474026,10,14,-4
