bar,datetime,requested_exposure,position_units,realized_exposure,sigma_ann,net_return,economic_equity,commission_paid_cum,close_reasons
540,2023-01-01 00:00:00,-0.361667919769018,0.0,0.0,0.4147451067703175,0.0,10000.0,0.0,
541,2023-01-01 04:00:00,-0.36178728820865713,-3.00742547039445,-0.35990914446587435,0.4146082653779948,-0.0013996760256337337,9986.003239743663,10.600158892949057,entry_fill
542,2023-01-01 08:00:00,-0.3619252355908584,-3.00742547039445,-0.3604335780349183,0.41445023792032243,-0.0003854900213515755,9982.153735141557,10.600158892949057,
543,2023-01-01 12:00:00,-0.3633665894453022,-3.00742547039445,-0.3606262450287128,0.4128062523001433,-0.00014160170325872024,9980.740245170471,10.600158892949057,
544,2023-01-01 16:00:00,-0.3640549397642917,-3.00742547039445,-0.3626669406330824,0.4120257236369815,-0.001497574751040398,9965.793340582612,10.600158892949057,
545,2023-01-01 20:00:00,-0.3644103858688437,-3.00742547039445,-0.3620750431078556,0.41162383350398535,0.0004345557377487541,9970.12403325998,10.600158892949057,
546,2023-01-02 00:00:00,-0.36501312714196915,-3.00742547039445,-0.36273273878093304,0.4109441245976302,-0.0004826299789831845,9965.312152507347,10.600158892949057,
547,2023-01-02 04:00:00,-0.36565046283584696,0.0,0.0,0.41022784119198596,-0.004089785962933856,9924.556158749769,21.359981452599698,envelope_close_sl
548,2023-01-02 08:00:00,-0.36514436775953923,-2.970215495542374,-0.3651991404682961,0.4107964225776595,-0.002385898701203204,9900.877173100589,31.995836034481993,entry_fill
549,2023-01-02 12:00:00,-0.3652879253220177,-2.970215495542374,-0.3658752378632196,0.410634980249534,-0.0004949920579725431,9895.976317532943,31.995836034481993,
550,2023-01-02 16:00:00,-0.3652856321831344,-2.970215495542374,-0.3658219452825927,0.41063755807619096,3.9018688205327834e-05,9896.362445547364,31.995836034481993,
551,2023-01-02 20:00:00,-0.36545743058757973,-2.970215495542374,-0.3638285148022765,0.4104445208812176,0.0014616430575256079,9910.827395010656,31.995836034481993,
552,2023-01-03 00:00:00,-0.3708611115245055,-2.970215495542374,-0.3644787072700336,0.40446408463640815,-0.00047651345843136017,9906.104752372743,31.995836034481993,
553,2023-01-03 04:00:00,-0.37334268679659904,-2.970215495542374,-0.3648961383871691,0.40177564823098183,-0.0003058336128262118,9903.07513256729,31.995836034481993,
554,2023-01-03 08:00:00,-0.3733283286680031,-2.970215495542374,-0.3642291890774971,0.4017911004374742,0.0004888836238161609,9907.916583825023,31.995836034481993,
555,2023-01-03 12:00:00,-0.3733404206548072,-2.970215495542374,-0.36291357108100025,0.40177808697197265,0.0009652981850152287,9917.48067772067,31.995836034481993,
556,2023-01-03 16:00:00,-0.37349150483993027,-2.970215495542374,-0.3619917014739064,0.40161556034396684,0.0006768540557891001,9924.193364740597,31.995836034481993,
557,2023-01-03 20:00:00,-0.3766708220240253,-2.970215495542374,-0.36405335403477257,0.3982256953006902,-0.0015114163641531952,9909.193776488108,31.995836034481993,
558,2023-01-04 00:00:00,-0.3763962484376965,0.0,0.0,0.39851619303487545,-0.00481965899065917,9861.434841613072,42.75487328283277,envelope_close_sl
