bar,datetime,requested_exposure,position_units,realized_exposure,sigma_ann,net_return,economic_equity,commission_paid_cum,close_reasons
540,2023-01-01 00:00:00,-0.361667919769018,0.0,0.0,0.4147451067703175,0.0,10000.0,0.0,
541,2023-01-01 04:00:00,-0.36178728820865713,-3.0107694235570324,-0.3599144562950577,0.4146082653779948,-0.00030408771177914407,9996.959122882208,0.0,entry_fill
542,2023-01-01 08:00:00,-0.3619252355908584,-3.0107694235570324,-0.3604388996555768,0.41445023792032243,-0.0003854957107238821,9993.105338020056,0.0,
543,2023-01-01 12:00:00,-0.3633665894453022,-3.0107694235570324,-0.36063157024807385,0.4128062523001433,-0.0001416037939365733,9991.690276390984,0.0,
544,2023-01-01 16:00:00,-0.3640549397642917,-3.0107694235570324,-0.3626723040187453,0.4120257236369815,-0.0014975968651105287,9976.726752355906,0.0,
545,2023-01-01 20:00:00,-0.3644103858688437,-3.0107694235570324,-0.36208039541419235,0.41162383350398535,0.00043456216427872896,9981.062260325827,0.0,
546,2023-01-02 00:00:00,-0.36501312714196915,-3.0107694235570324,-0.3627381033986963,0.4109441245976302,-0.0004826371133701546,9976.245029248135,0.0,
547,2023-01-02 04:00:00,-0.36565046283584696,-3.0107694235570324,-0.3673392018068881,0.41022784119198596,-0.0033650014583884724,9942.674950175475,0.0,
548,2023-01-02 08:00:00,-0.36514436775953923,0.0,0.0,0.4107964225776595,-0.0021138497669227485,9921.657629049458,0.0,envelope_close_sl
549,2023-01-02 12:00:00,-0.3652879253220177,-2.9581471045084475,-0.3636243342423578,0.410634980249534,-0.0004919483119583123,9916.776686327019,0.0,entry_fill
550,2023-01-02 16:00:00,-0.3652856321831344,-2.9581471045084475,-0.3635714567942758,0.41063755807619096,3.877864105938933e-05,9917.161245450605,0.0,
551,2023-01-02 20:00:00,-0.36545743058757973,-2.9581471045084475,-0.3615935362803454,0.4104445208812176,0.0014526512216954668,9931.56742184956,0.0,
552,2023-01-03 00:00:00,-0.3708611115245055,-2.9581471045084475,-0.3622386738025165,0.40446408463640815,-0.0004735862625089293,9926.863967953392,0.0,
553,2023-01-03 04:00:00,-0.37334268679659904,-2.9581471045084475,-0.3626528575941468,0.40177564823098183,-0.00030395400363492087,9923.846657906794,0.0,
554,2023-01-03 08:00:00,-0.3733283286680031,-2.9581471045084475,-0.36199109594527945,0.4017911004374742,0.0004858781021677139,9928.668437687142,0.0,
555,2023-01-03 12:00:00,-0.3733404206548072,-2.9581471045084475,-0.3606856994232136,0.40177808697197265,0.0009593666800635781,9938.193671363659,0.0,
556,2023-01-03 16:00:00,-0.37349150483993027,-2.9581471045084475,-0.3597709829095978,0.40161556034396684,0.0006726989508618608,9944.879083819847,0.0,
557,2023-01-03 20:00:00,-0.3766708220240253,-2.9581471045084475,-0.3618166279192581,0.3982256953006902,-0.0015021442444757005,9929.94044094208,0.0,
