seed,arm,phase,epoch,cumulative_timesteps_configured,configured_learning_rate,entropy_mode_configured,entropy_coefficient_recorded,actor_l1_before,actor_l1_after,actor_delta,critic_delta,train_tail_trades,val_trades,val_total_return_fraction,val_max_drawdown_fraction,trade_gate_passed,checkpoint_eligible,eligibility_reason,selection_transport_scalar_do_not_display_as_performance,replay_size_before,replay_size_after,observed_learning_rate,entropy_target,entropy_loss,actor_loss,critic_loss,gradient_update_count,raw_action_mean,raw_action_std,raw_action_min,raw_action_max,hold_rate,dominant_action_rate,thresholded_entries,protected_submissions,protected_rejections,order_families,commission_paid,spread_cost,slippage_cost,financing_cost,margin_train,margin_train_tail,margin_validation
202,EN4_10,normal_training,1,40000,0.0001,fixed_0.2,invalid,8763.550813809037,8822.448433443904,58.897619634866714,6606.6165988221765,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,2,60000,0.0001,fixed_0.2,invalid,8822.448433443904,8821.369144752622,-1.0792886912822723,5382.26032128185,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,3,80000,0.0001,fixed_0.2,invalid,8821.369144752622,8820.984278123826,-0.3848666287958622,4005.7173823714256,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,4,100000,0.0001,fixed_0.2,invalid,8820.984278123826,8820.366775237024,-0.6175028868019581,2978.7119372189045,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,5,120000,0.0001,fixed_0.2,invalid,8820.366775237024,8819.860815208405,-0.5059600286185741,2389.4419643580914,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,6,140000,0.0001,fixed_0.2,invalid,8819.860815208405,8819.524808634073,-0.3360065743327141,1915.5072671175003,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,7,160000,0.0001,fixed_0.2,invalid,8819.524808634073,8819.983617582358,0.4588089482858777,1667.049556285143,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,8,180000,0.0001,fixed_0.2,invalid,8819.983617582358,8819.402301071212,-0.5813165111467242,1447.39100715518,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,9,200000,0.0001,fixed_0.2,invalid,8819.402301071212,8819.269660295919,-0.1326407752931118,1254.2465927004814,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
202,EN4_10,normal_training,10,220000,0.0001,fixed_0.2,invalid,8819.269660295919,8819.058869255707,-0.21079104021191597,1165.366175532341,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,warm_start_baseline,0,not_applicable,0.0001,fixed_0.2,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,4,130,not_instrumented,not_instrumented,True,None,baseline gate,1049286634889019.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,1,40000,0.0001,fixed_0.2,invalid,8760.945712603629,8817.463781528175,56.51806892454624,8352.520138662308,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,2,60000,0.0001,fixed_0.2,invalid,8817.463781528175,8816.04397454625,-1.4198069819249213,6689.2449184171855,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,3,80000,0.0001,fixed_0.2,invalid,8816.04397454625,8814.756315491162,-1.2876590550877154,4416.894144661725,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,4,100000,0.0001,fixed_0.2,invalid,8814.756315491162,8813.63992308965,-1.1163924015127122,3350.7699890732765,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,5,120000,0.0001,fixed_0.2,invalid,8813.63992308965,8812.958339318633,-0.6815837710164487,2514.2592076063156,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,6,140000,0.0001,fixed_0.2,invalid,8812.958339318633,8812.401898600161,-0.5564407184720039,2113.5737877190113,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,7,160000,0.0001,fixed_0.2,invalid,8812.401898600161,8811.902393764816,-0.499504835344851,1834.9981708228588,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,8,180000,0.0001,fixed_0.2,invalid,8811.902393764816,8811.401588643435,-0.5008051213808358,1618.2150177955627,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,9,200000,0.0001,fixed_0.2,invalid,8811.401588643435,8811.262071406469,-0.13951723696663976,1312.37006098032,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,10,220000,0.0001,fixed_0.2,invalid,8811.262071406469,8811.141715099104,-0.12035630736500025,1292.1030552387238,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,11,240000,0.0001,fixed_0.2,invalid,8811.141715099104,8810.868738740683,-0.27297635842114687,1270.6666459441185,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,12,260000,0.0001,fixed_0.2,invalid,8810.868738740683,8810.84816738544,-0.020571355242282152,1252.0575779676437,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,13,280000,0.0001,fixed_0.2,invalid,8810.84816738544,8810.719904093072,-0.12826329236850142,1071.7598787546158,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,N14,normal_training,14,300000,0.0001,fixed_0.2,invalid,8810.719904093072,8810.496061025187,-0.2238430678844452,829.4768993258476,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,warm_start_baseline,0,not_applicable,0.0001,fixed_0.2,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,4,130,not_instrumented,not_instrumented,True,None,baseline gate,1049286634889019.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,1,40000,0.0001,fixed_0.2,invalid,8760.945712603629,8817.463781528175,56.51806892454624,8352.520138662308,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,2,60000,0.0001,fixed_0.2,invalid,8817.463781528175,8816.04397454625,-1.4198069819249213,6689.2449184171855,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,3,80000,0.0001,fixed_0.2,invalid,8816.04397454625,8814.756315491162,-1.2876590550877154,4416.894144661725,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,4,100000,0.0001,fixed_0.2,invalid,8814.756315491162,8813.63992308965,-1.1163924015127122,3350.7699890732765,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,5,120000,0.0001,fixed_0.2,invalid,8813.63992308965,8812.958339318633,-0.6815837710164487,2514.2592076063156,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,6,140000,0.0001,fixed_0.2,invalid,8812.958339318633,8812.401898600161,-0.5564407184720039,2113.5737877190113,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,7,160000,0.0001,fixed_0.2,invalid,8812.401898600161,8811.902393764816,-0.499504835344851,1834.9981708228588,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,8,180000,0.0001,fixed_0.2,invalid,8811.902393764816,8811.401588643435,-0.5008051213808358,1618.2150177955627,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,9,200000,0.0001,fixed_0.2,invalid,8811.401588643435,8811.262071406469,-0.13951723696663976,1312.37006098032,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
303,EN4_10,normal_training,10,220000,0.0001,fixed_0.2,invalid,8811.262071406469,8811.141715099104,-0.12035630736500025,1292.1030552387238,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,warm_start_baseline,0,not_applicable,0.0001,fixed_0.2,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,5,136,not_instrumented,not_instrumented,True,None,baseline gate,1051191557740520.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,1,40000,0.0001,fixed_0.2,invalid,8760.14978583157,8810.221981127514,50.07219529594295,9112.99210406188,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,2,60000,0.0001,fixed_0.2,invalid,8810.221981127514,8808.655082304671,-1.5668988228426315,6539.947496577166,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,3,80000,0.0001,fixed_0.2,invalid,8808.655082304671,8807.663802089199,-0.9912802154722158,4246.762699298561,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,4,100000,0.0001,fixed_0.2,invalid,8807.663802089199,8807.631031049183,-0.03277104001608677,3076.318708360195,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,5,120000,0.0001,fixed_0.2,invalid,8807.631031049183,8806.950296559888,-0.6807344892949914,2441.208269879222,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,6,140000,0.0001,fixed_0.2,invalid,8806.950296559888,8806.417285905918,-0.5330106539695407,2162.555020034313,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,7,160000,0.0001,fixed_0.2,invalid,8806.417285905918,8806.117847544025,-0.299438361893408,1858.2407687306404,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
404,N14,normal_training,8,180000,0.0001,fixed_0.2,invalid,8806.117847544025,8805.787084091105,-0.33076345291920006,1673.1969590187073,0,0,0.0,0.0,False,False,trade gate failed: train_tail_trades>=1 and val_trades>=1 not both met,1050112099520001.0,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,not_instrumented,source_unavailable,source_unavailable,source_unavailable
