bar,datetime,requested_exposure,position_units,realized_exposure,sigma_ann,net_return,economic_equity,commission_paid_cum,close_reasons
540,2022-01-01 00:00:00,-0.18851245060360944,0.0,0.0,0.7957034112054981,0.0,10000.0,0.0,
541,2022-01-01 04:00:00,-0.18882175950697397,-0.5052025953619325,-0.18773555596865743,0.7943999695356079,-0.00019778092142275217,9998.022190785772,5.971540812702208,
542,2022-01-01 08:00:00,-0.18931106018526034,-0.5052025953619325,-0.18642025042450347,0.7923467326906816,0.0011086337608308128,10009.106335728013,5.971540812702208,
543,2022-01-01 12:00:00,-0.18931891881201987,-0.5052025953619325,-0.1883354244016165,0.792313842384338,-0.0016116442696112454,9992.975216858107,5.971540812702208,
544,2022-01-01 16:00:00,-0.18917009485931865,0.0,0.0,0.7929371717635997,-0.0024185947661559126,9968.806259300289,12.004003284775603,envelope_close_sl
545,2022-01-01 20:00:00,-0.18929667386509894,-0.5021943120160831,-0.18998773019230342,0.7924069500919838,-0.001540749711311129,9953.446823934155,17.977668012598464,
546,2022-01-02 00:00:00,-0.18929901844625932,-0.5021943120160831,-0.18956819846513334,0.7923971356596545,0.0003526756412213228,9956.957162175147,17.977668012598464,
547,2022-01-02 04:00:00,-0.189314405033815,-0.5021943120160831,-0.18888881292195947,0.7923327333343031,0.0005714458204919559,9962.64702373029,17.977668012598464,
548,2022-01-02 08:00:00,-0.1898872671868322,-0.5021943120160831,-0.1886964713983883,0.7899423811940657,0.0001618087781021238,9964.259067471861,17.977668012598464,
549,2022-01-02 12:00:00,-0.19009696865208534,0.0,0.0,0.7890709729018844,-0.002675326229313546,9937.601423832979,24.012276067974575,envelope_close_sl
550,2022-01-02 16:00:00,-0.19168058761134352,-0.4990060506887222,-0.19106813945980475,0.7825518581158768,-0.0016720130611401762,9920.985624455925,29.996435165268394,
551,2022-01-02 20:00:00,-0.19750600380199365,0.0,0.0,0.7594705837417479,-0.0014760484934721596,9906.341768571188,36.041644653672805,envelope_close_sl
552,2022-01-03 00:00:00,-0.197374754779918,-0.5100603800299496,-0.19458059521780807,0.7599756117101042,0.0015546217197408563,9921.742382647784,42.239220111889864,
553,2022-01-03 04:00:00,-0.20014541677254544,-0.5100603800299496,-0.19604890233192415,0.7494550833030914,-0.001227631337860191,9909.56214077267,42.239220111889864,
554,2022-01-03 08:00:00,-0.2038439659046147,-0.5100603800299496,-0.197635005353134,0.7358569547758403,-0.0013243626097437788,9896.438287194498,42.239220111889864,
555,2022-01-03 12:00:00,-0.20384703674852922,-0.5100603800299496,-0.19452164316945,0.7358458694940154,0.0026063673282832323,9922.232040612613,42.239220111889864,
556,2022-01-03 16:00:00,-0.207883448253841,0.0,0.0,0.7215581676172648,0.0010967353984192574,9933.114103722883,48.31284406094258,envelope_close_tp
557,2022-01-03 20:00:00,-0.2085568565177211,-0.5512519130529672,-0.20945956706896657,0.7192283318062692,-0.0022261581379354745,9911.001420925839,54.85394032118348,
558,2022-01-04 00:00:00,-0.20840591963349744,-0.5512519130529672,-0.2080042437656958,0.719749229118779,0.0012047336015426069,9922.941537362565,54.85394032118348,
559,2022-01-04 04:00:00,-0.2086671907299899,-0.5512519130529672,-0.20932369615291702,0.7188480348791211,-0.0010910663467676995,9912.114949790206,54.85394032118348,
560,2022-01-04 08:00:00,-0.20880073477648917,0.0,0.0,0.718388276557396,-0.0013286561932229768,9898.94515687423,61.46176884547136,envelope_close_sl
561,2022-01-04 12:00:00,-0.20785924124327637,-0.5377140361199454,-0.20940608532151922,0.7216421993210371,-0.0014271883403897956,9884.817497764181,68.009145212396,
562,2022-01-04 16:00:00,-0.20999714046328577,0.0,0.0,0.7142954407335123,0.0042905260501528986,9927.228564739346,74.42557405198215,envelope_close_tp
563,2022-01-04 20:00:00,-0.21051039686334627,-0.5457374222185682,-0.20792094576873993,0.7125538796897197,0.0007739153213452976,9934.911399024095,81.02883025372594,
