bar,datetime,requested_exposure,position_units,realized_exposure,sigma_ann,net_return,economic_equity,commission_paid_cum,close_reasons
540,2022-01-01 00:00:00,1.0,0.0,0.0,0.7957034112054981,0.0,10000.0,0.0,
541,2022-01-01 04:00:00,1.0,2.6799428565290713,0.9985479710861598,0.7943999695356079,-0.0028702894002577972,9971.297105997422,4.5233882936,
542,2022-01-01 08:00:00,1.0,0.0,0.0,0.7923467326906816,-0.00813297395776813,9890.200806309176,9.001094888822934,envelope_close_sl
543,2022-01-01 12:00:00,1.0,2.67246996772502,0.9985664159142046,0.792313842384338,0.008073088125592376,9970.045268998314,13.47482885652921,
544,2022-01-01 16:00:00,1.0,2.67246996772502,0.9985749380610732,0.7929371717635997,0.005980194008279982,10029.668073978259,13.47482885652921,
545,2022-01-01 20:00:00,1.0,0.0,0.0,0.7924069500919838,0.004877975306607274,10078.592547176591,18.038037503589614,envelope_close_tp
546,2022-01-02 00:00:00,1.0,2.6711800597211126,0.9985486487160513,0.7923971356596545,-0.002404733676314219,10054.356216268547,22.596976257975893,
547,2022-01-02 04:00:00,1.0,0.0,0.0,0.7923327333343031,-0.008595856438221694,9967.93041365476,27.109874289881624,envelope_close_sl
548,2022-01-02 08:00:00,1.0,2.654766614404132,0.9985500987303931,0.7899423811940657,-0.0014070606113743,9953.904931392786,31.61875626433616,
549,2022-01-02 12:00:00,1.0,2.654766614404132,0.998563189052982,0.7890709729018844,0.009110678489809176,10044.591758940831,31.61875626433616,
550,2022-01-02 16:00:00,1.0,0.0,0.0,0.7825518581158768,0.01127079157502009,10157.802259112017,36.21781587827979,envelope_close_tp
551,2022-01-02 20:00:00,1.0,2.668658562514161,0.9986354805920109,0.7594705837417479,0.007137637042809564,10230.30496479019,40.812922936998035,
552,2022-01-03 00:00:00,1.0,2.668658562514161,0.99861990297773,0.7599756117101042,-0.011287332723453725,10114.832108790202,40.812922936998035,
553,2022-01-03 04:00:00,1.0,2.668658562514161,0.9986285437115402,0.7494550833030914,0.006300407736620217,10178.559675263039,40.812922936998035,
554,2022-01-03 08:00:00,1.0,2.668658562514161,0.9986377335637623,0.7358569547758403,0.006746002087148595,10247.22426007653,40.812922936998035,
555,2022-01-03 12:00:00,1.0,2.668658562514161,0.9986195533344394,0.7358458694940154,-0.013169816535793744,10112.270196570187,40.812922936998035,
556,2022-01-03 16:00:00,1.0,0.0,0.0,0.7215581676172648,-0.006527516260209754,10046.26218843444,45.36162400953029,envelope_close_sl
557,2022-01-03 20:00:00,1.0,2.681941382424987,0.9985592493610568,0.7192283318062692,0.00678923863730696,10114.468659844677,49.905926331516554,
558,2022-01-04 00:00:00,1.0,2.681941382424987,0.9985509268386402,0.719749229118779,-0.005743341770779509,10056.377809501351,49.905926331516554,
