tx_id,block,tx_type,peer,w_tt,w_v,trades_tt,trades_v,ann_trade_rate,rap_tt,rap_v,mwrap_tt,mwrap_v,L2_full,L2_week,stored_fitness,rank_full,rank_week,elig_full,elig_week,test_split_closed
554e8a852a060cfe5b7d8e8ccf9ff1662eeebbec2296bbae54a6950607a03d58,2,optimae_accepted,0ff95eaac36d,2,53,5,265,260.0,4.0772229351898844e-05,0.0013021137510234,2.0386114675949422e-05,-7.655441747963654e-05,0.0003561076097697742,-5.231928444074005e-05,,4,3,True,True,False
0709fbefa0f4794cc27313681ad99e95e11f8aeef27bb96977da713ccc258f3d,3,optimae_accepted,0ff95eaac36d,2,53,4,243,238.42,-0.00012197609665943772,0.0003797134113588287,-6.098804832971886e-05,-9.528055876783233e-05,3.4462803451288868e-06,-8.670743115830397e-05,,5,5,True,True,False
5841096db167a1a43786d36cf131db3d4756034baa2fbe2bae0fc557f787e7fa,5,optimae_accepted,0ff95eaac36d,2,53,4,199,195.25,0.00010513198355362213,0.001453268727803954,3.578873979793628e-05,-8.60051525736977e-05,0.00044216616961620505,-5.55566794807892e-05,,3,4,True,True,False
5ad6d3d87ecd44da665fb313a70e64bbf1b53c10dd1585094b222f57cfb99e77,6,optimae_accepted,9ea7f7378138,2,53,4,275,269.81,1.8025292884322153e-05,0.0017196672411841684,9.012646442161076e-06,-6.111072605285887e-05,0.0004434357799592837,-4.3579882929103884e-05,,2,1,True,True,False
321b5c5bff35df40e1676516aa63351d7c628ce784c9cf1a57cb4b3e83028539,8,optimae_accepted,0ff95eaac36d,3,53,5,166,162.87,0.00017968079917197056,0.0013898804150448444,5.090569047665089e-05,-7.597242102824658e-05,0.00048223070314018903,-4.425289315202221e-05,,1,2,True,True,False
