bar,datetime,target_position,net_return,economic_equity,trade_cost,commission_paid_cum,termination_cause
540,2022-01-01 00:00:00,-1.0,0.0,10000.0,0.0,0.0,
541,2022-01-01 04:00:00,-1.0,0.0008649999999998936,10008.65,0.0,0.0,
542,2022-01-01 08:00:00,-1.0,0.0021921038301868645,10030.59,0.0,0.0,
543,2022-01-01 12:00:00,-1.0,-0.0031832624003174104,9998.66,0.0,0.0,
544,2022-01-01 16:00:00,-1.0,-0.0022312989940653782,9976.349999999999,0.0,0.0,
545,2022-01-01 20:00:00,-1.0,-0.0017972504974264059,9958.419999999998,0.0,0.0,
546,2022-01-02 00:00:00,-1.0,0.0007019185774452819,9965.41,0.0,0.0,
547,2022-01-02 04:00:00,-1.0,0.0011369326500365595,9976.74,0.0,0.0,
548,2022-01-02 08:00:00,-1.0,0.00032174838674747797,9979.949999999999,0.0,0.0,
549,2022-01-02 12:00:00,-1.0,-0.0034228628399941563,9945.789999999999,0.0,0.0,
550,2022-01-02 16:00:00,-1.0,-0.002066200874943025,9925.24,0.0,0.0,
551,2022-01-02 20:00:00,-1.0,-0.0029772579806635058,9895.689999999999,0.0,0.0,
552,2022-01-03 00:00:00,-1.0,0.004372610702235047,9938.96,0.0,0.0,
553,2022-01-03 04:00:00,-1.0,-0.002402665872485721,9915.079999999998,0.0,0.0,
554,2022-01-03 08:00:00,-1.0,-0.0025950370546682366,9889.349999999999,0.0,0.0,
555,2022-01-03 12:00:00,-1.0,0.005113581782422383,9939.919999999998,0.0,0.0,
556,2022-01-03 16:00:00,-1.0,0.004591586250191293,9985.56,0.0,0.0,
557,2022-01-03 20:00:00,-1.0,-0.0027529752963278975,9958.07,0.0,0.0,
558,2022-01-04 00:00:00,-1.0,0.0021751202793311997,9979.73,0.0,0.0,
559,2022-01-04 04:00:00,-1.0,-0.001967989113933921,9960.09,0.0,0.0,
560,2022-01-04 08:00:00,-1.0,-0.007260978565454934,9887.769999999999,0.0,0.0,
561,2022-01-04 12:00:00,-1.0,-0.0013481300637049332,9874.439999999999,0.0,0.0,
562,2022-01-04 16:00:00,-1.0,0.003768314962671493,9911.65,0.0,0.0,
563,2022-01-04 20:00:00,-1.0,0.0027442454081811896,9938.849999999999,0.0,0.0,
564,2022-01-05 00:00:00,-1.0,-0.002448975485091376,9914.509999999998,0.0,0.0,
565,2022-01-05 04:00:00,-1.0,-0.0006344236881095089,9908.22,0.0,0.0,
566,2022-01-05 08:00:00,-1.0,0.002427277553384899,9932.269999999999,0.0,0.0,
567,2022-01-05 12:00:00,-1.0,-0.00294796657763019,9902.99,0.0,0.0,
568,2022-01-05 16:00:00,-1.0,0.0167292908505412,10068.66,0.0,0.0,
569,2022-01-05 20:00:00,-1.0,0.011388804468518865,10183.329999999998,0.0,0.0,
570,2022-01-06 00:00:00,-1.0,0.009014732901712952,10275.13,0.0,0.0,
571,2022-01-06 04:00:00,-1.0,-0.0004175129657726373,10270.84,0.0,0.0,
572,2022-01-06 08:00:00,-1.0,0.010089729759201749,10374.47,0.0,0.0,
573,2022-01-06 12:00:00,-1.0,-0.004580474954383296,10326.949999999999,0.0,0.0,
574,2022-01-06 16:00:00,-1.0,-0.004868814122272358,10276.669999999998,0.0,0.0,
575,2022-01-06 20:00:00,-1.0,0.003939019156983914,10317.15,0.0,0.0,
576,2022-01-07 00:00:00,-1.0,0.016290351502110445,10485.22,0.0,0.0,
577,2022-01-07 04:00:00,-1.0,0.003480136802088918,10521.71,0.0,0.0,
578,2022-01-07 08:00:00,-1.0,-0.0022268243469930615,10498.279999999999,0.0,0.0,
579,2022-01-07 12:00:00,-1.0,0.008952895140918349,10592.269999999999,0.0,0.0,
580,2022-01-07 16:00:00,-1.0,-0.0061960278580511785,10526.64,0.0,0.0,
581,2022-01-07 20:00:00,-1.0,-0.00018239438225298166,10524.72,0.0,0.0,
582,2022-01-08 00:00:00,-1.0,-0.0004047613618224366,10520.46,0.0,0.0,
