bar,datetime,target_position,net_return,economic_equity,trade_cost,commission_paid_cum,termination_cause
540,2024-01-01 00:00:00,-1.0,0.0,10000.0,0.0,0.0,
541,2024-01-01 04:00:00,1.0,-0.0010870000000000601,9989.13,0.0,0.0,
542,2024-01-01 08:00:00,1.0,0.00198015242568661,10008.909999999998,0.0,0.0,
543,2024-01-01 12:00:00,1.0,0.0010220893184174074,10019.14,0.0,0.0,
544,2024-01-01 16:00:00,1.0,0.0022516902648330728,10041.699999999999,0.0,0.0,
545,2024-01-01 20:00:00,1.0,0.0014718623340670423,10056.48,0.0,0.0,
546,2024-01-02 00:00:00,1.0,0.0034196856156427646,10090.869999999999,0.0,0.0,
547,2024-01-02 04:00:00,1.0,-5.846869496883844e-05,10090.279999999999,0.0,0.0,
548,2024-01-02 08:00:00,1.0,0.0005351684987928707,10095.679999999998,0.0,0.0,
549,2024-01-02 12:00:00,1.0,-0.0033440045643284844,10061.919999999998,0.0,0.0,
550,2024-01-02 16:00:00,1.0,0.0011637937888595573,10073.63,0.0,0.0,
551,2024-01-02 20:00:00,1.0,-0.0013748767822523433,10059.779999999999,0.0,0.0,
552,2024-01-03 00:00:00,1.0,0.0013091737592672015,10072.949999999999,0.0,0.0,
553,2024-01-03 04:00:00,1.0,-0.0006820246303218536,10066.079999999998,0.0,0.0,
554,2024-01-03 08:00:00,1.0,-0.005360577305167369,10012.119999999999,0.0,0.0,
555,2024-01-03 12:00:00,1.0,-0.006719855535091579,9944.839999999998,0.0,0.0,
556,2024-01-03 16:00:00,1.0,-0.0034057863173262426,9910.97,0.0,0.0,
557,2024-01-03 20:00:00,1.0,0.0003218655691621386,9914.159999999998,0.0,0.0,
558,2024-01-04 00:00:00,1.0,0.002154494178024269,9935.519999999999,0.0,0.0,
559,2024-01-04 04:00:00,1.0,-0.0009289901283475732,9926.289999999999,0.0,0.0,
560,2024-01-04 08:00:00,1.0,0.0006336707873735303,9932.579999999998,0.0,0.0,
561,2024-01-04 12:00:00,1.0,0.004906076769580547,9981.309999999998,0.0,0.0,
562,2024-01-04 16:00:00,1.0,-0.00026048684992241444,9978.71,0.0,0.0,
563,2024-01-04 20:00:00,1.0,-0.0007175276162950661,9971.55,0.0,0.0,
564,2024-01-05 00:00:00,1.0,-0.0024900842898044617,9946.72,0.0,0.0,
565,2024-01-05 04:00:00,1.0,0.0010526082970063744,9957.189999999999,0.0,0.0,
566,2024-01-05 08:00:00,1.0,-0.0010826347594050656,9946.409999999998,0.0,0.0,
567,2024-01-05 12:00:00,1.0,-0.0017071486093976906,9929.429999999998,0.0,0.0,
568,2024-01-05 16:00:00,1.0,0.0009335883328651651,9938.699999999999,0.0,0.0,
569,2024-01-05 20:00:00,1.0,0.003473291275518875,9973.22,0.0,0.0,
570,2024-01-06 00:00:00,1.0,-0.0015832399164964484,9957.429999999998,0.0,0.0,
571,2024-01-06 04:00:00,1.0,-0.0019954948214550017,9937.559999999998,0.0,0.0,
572,2024-01-06 08:00:00,1.0,0.0005584871940396141,9943.109999999999,0.0,0.0,
573,2024-01-06 12:00:00,1.0,0.0007774227580705784,9950.839999999998,0.0,0.0,
574,2024-01-06 16:00:00,1.0,-0.0001778744307011637,9949.07,0.0,0.0,
575,2024-01-06 20:00:00,1.0,-0.0003869708425009444,9945.22,0.0,0.0,
576,2024-01-07 00:00:00,1.0,0.0001427821606760915,9946.64,0.0,0.0,
577,2024-01-07 04:00:00,1.0,0.0006987284148214368,9953.589999999998,0.0,0.0,
578,2024-01-07 08:00:00,1.0,-0.0012166464562031187,9941.48,0.0,0.0,
579,2024-01-07 12:00:00,1.0,-0.0006246554838917895,9935.269999999999,0.0,0.0,
580,2024-01-07 16:00:00,1.0,0.0017885774619110784,9953.039999999999,0.0,0.0,
581,2024-01-07 20:00:00,1.0,-0.002730823949265826,9925.859999999999,0.0,0.0,
582,2024-01-08 00:00:00,1.0,-0.0030778189496931674,9895.309999999998,0.0,0.0,
583,2024-01-08 04:00:00,1.0,0.0033561353813069683,9928.519999999999,0.0,0.0,
584,2024-01-08 08:00:00,1.0,0.0016649007102771396,9945.05,0.0,0.0,
585,2024-01-08 12:00:00,1.0,0.002914012498680174,9974.029999999999,0.0,0.0,
586,2024-01-08 16:00:00,1.0,0.008519124165457637,10058.999999999998,0.0,0.0,
587,2024-01-08 20:00:00,1.0,-0.002397852669251299,10034.88,0.0,0.0,
588,2024-01-09 00:00:00,1.0,-0.0021235929079370663,10013.57,0.0,0.0,
589,2024-01-09 04:00:00,1.0,-0.0003075826103978718,10010.489999999998,0.0,0.0,
590,2024-01-09 08:00:00,1.0,-0.000728236080351663,10003.199999999999,0.0,0.0,
591,2024-01-09 12:00:00,1.0,-0.0041566698656430034,9961.619999999999,0.0,0.0,
592,2024-01-09 16:00:00,1.0,0.0013782898765462015,9975.349999999999,0.0,0.0,
593,2024-01-09 20:00:00,1.0,0.007356132867518461,10048.73,0.0,0.0,
594,2024-01-10 00:00:00,1.0,0.0017136493865392843,10065.949999999999,0.0,0.0,
595,2024-01-10 04:00:00,1.0,0.0007192565033602438,10073.189999999999,0.0,0.0,
596,2024-01-10 08:00:00,1.0,0.0033216885614189007,10106.649999999998,0.0,0.0,
597,2024-01-10 12:00:00,1.0,0.004659308475112978,10153.739999999998,0.0,0.0,
598,2024-01-10 16:00:00,1.0,0.002816696113944195,10182.339999999998,0.0,0.0,
599,2024-01-10 20:00:00,1.0,0.010457321205145531,10288.82,0.0,0.0,
600,2024-01-11 00:00:00,1.0,0.0027826320219421774,10317.449999999999,0.0,0.0,
601,2024-01-11 04:00:00,1.0,-0.0023125869279716493,10293.589999999998,0.0,0.0,
602,2024-01-11 08:00:00,1.0,0.0066789137706086965,10362.339999999998,0.0,0.0,
603,2024-01-11 12:00:00,1.0,-0.004314662518311363,10317.63,0.0,0.0,
604,2024-01-11 16:00:00,1.0,0.0008606627684846213,10326.509999999998,0.0,0.0,
605,2024-01-11 20:00:00,1.0,-0.00039316284010759706,10322.449999999999,0.0,0.0,
606,2024-01-12 00:00:00,1.0,-0.002731909575730662,10294.249999999998,0.0,0.0,
607,2024-01-12 04:00:00,1.0,0.0005750783204216958,10300.169999999998,0.0,0.0,
608,2024-01-12 08:00:00,1.0,0.005034868356541766,10352.029999999999,0.0,0.0,
609,2024-01-12 12:00:00,1.0,-5.506166423396852e-05,10351.46,0.0,0.0,
610,2024-01-12 16:00:00,1.0,-0.006046490060339305,10288.869999999999,0.0,0.0,
611,2024-01-12 20:00:00,1.0,-0.006015237824950614,10226.98,0.0,0.0,
612,2024-01-13 00:00:00,1.0,0.002541317182589653,10252.97,0.0,0.0,
613,2024-01-13 04:00:00,1.0,0.00023993047868064998,10255.429999999998,0.0,0.0,
614,2024-01-13 08:00:00,1.0,-0.0008278541221576896,10246.939999999999,0.0,0.0,
615,2024-01-13 12:00:00,1.0,0.002081597042629335,10268.269999999999,0.0,0.0,
616,2024-01-13 16:00:00,1.0,0.0007868900993059924,10276.349999999999,0.0,0.0,
617,2024-01-13 20:00:00,1.0,0.0006111119220346684,10282.63,0.0,0.0,
618,2024-01-14 00:00:00,1.0,-0.0026452376483449003,10255.429999999998,0.0,0.0,
619,2024-01-14 04:00:00,1.0,-1.560149111246023e-05,10255.269999999999,0.0,0.0,
620,2024-01-14 08:00:00,1.0,-0.0012510640870498912,10242.439999999999,0.0,0.0,
621,2024-01-14 12:00:00,1.0,-3.1242555484811696e-05,10242.119999999999,0.0,0.0,
622,2024-01-14 16:00:00,1.0,-0.0035812898110938463,10205.439999999999,0.0,0.0,
623,2024-01-14 20:00:00,1.0,-0.0027563730716168022,10177.309999999998,0.0,0.0,
624,2024-01-15 00:00:00,1.0,0.002991949739174826,10207.759999999998,0.0,0.0,
625,2024-01-15 04:00:00,1.0,0.0009767079163305326,10217.73,0.0,0.0,
626,2024-01-15 08:00:00,1.0,0.0025504686461670367,10243.789999999999,0.0,0.0,
627,2024-01-15 12:00:00,1.0,-0.0024268361612255207,10218.929999999998,0.0,0.0,
628,2024-01-15 16:00:00,1.0,0.0019777021664695305,10239.14,0.0,0.0,
629,2024-01-15 20:00:00,1.0,-0.0022384692464406664,10216.22,0.0,0.0,
630,2024-01-16 00:00:00,1.0,0.0025273535612975184,10242.039999999999,0.0,0.0,
631,2024-01-16 04:00:00,1.0,-0.0009119277019031813,10232.699999999999,0.0,0.0,
632,2024-01-16 08:00:00,1.0,0.00024529205390555475,10235.21,0.0,0.0,
633,2024-01-16 12:00:00,1.0,0.0028011149746804964,10263.88,0.0,0.0,
634,2024-01-16 16:00:00,1.0,0.0014244126003031266,10278.499999999998,0.0,0.0,
635,2024-01-16 20:00:00,1.0,0.001297854745342164,10291.839999999998,0.0,0.0,
636,2024-01-17 00:00:00,1.0,-0.0015517147565449196,10275.869999999999,0.0,0.0,
637,2024-01-17 04:00:00,1.0,-0.0018402334790144081,10256.96,0.0,0.0,
638,2024-01-17 08:00:00,1.0,-0.0009427744672885208,10247.289999999999,0.0,0.0,
