bar,datetime,requested_exposure,position_units,realized_exposure,sigma_ann,net_return,economic_equity,commission_paid_cum,close_reasons
540,2021-01-01 00:00:00,1.0,0.0,0.0,0.8035829558205739,0.0,10000.0,0.0,
541,2021-01-01 04:00:00,1.0,13.382790472865928,0.9979289522986654,0.80434671791466,-0.011131802905296362,9888.681970947036,10.084084497247128,entry_fill
542,2021-01-01 08:00:00,1.0,13.382790472865928,0.9979330642936022,0.8025841052231706,0.0019894159861659766,9908.354672942149,10.084084497247128,
543,2021-01-01 12:00:00,1.0,13.382790472865928,0.9979233595841994,0.8025874641745778,-0.004673273874881034,9862.050217906033,10.084084497247128,
544,2021-01-01 16:00:00,1.0,13.382790472865928,0.9978946471225029,0.8007663842074256,-0.013637838104707978,9727.55317365373,10.084084497247128,
545,2021-01-01 20:00:00,1.0,13.382790472865928,0.9979049369567058,0.8015835126914148,0.004911467574140849,9775.32973564186,10.084084497247128,
546,2021-01-02 00:00:00,1.0,13.382790472865928,0.9979091733376692,0.8016919830650898,0.0020261751199681655,9795.136265541703,10.084084497247128,
547,2021-01-02 04:00:00,1.0,13.382790472865928,0.9979225984457079,0.80158266524067,0.0064624521007778934,9858.436864478359,10.084084497247128,
548,2021-01-02 08:00:00,1.0,13.382790472865928,0.9979072004019737,0.8016590049088933,-0.007357629344291738,9785.902140115426,10.084084497247128,
549,2021-01-02 12:00:00,1.0,13.382790472865928,0.9980124709288857,0.7978311079841065,0.052965528123295025,10304.217615129523,10.084084497247128,
550,2021-01-02 16:00:00,1.0,13.382790472865928,0.9980538230023827,0.8168253615904671,0.021247848241735312,10523.16006726561,10.084084497247128,
551,2021-01-02 20:00:00,1.0,13.382790472865928,0.9980281695568871,0.8190550144926007,-0.013009965225492692,10386.25412072819,10.084084497247128,
552,2021-01-03 00:00:00,1.0,13.382790472865928,0.9980225896280939,0.8205787958875702,-0.0028218365153500624,10356.945809592615,10.084084497247128,
553,2021-01-03 04:00:00,1.0,13.382790472865928,0.9980902298631458,0.8167517987588814,0.035417998086028746,10723.76809645387,10.084084497247128,
554,2021-01-03 08:00:00,1.0,13.382790472865928,0.9981591046081386,0.8250557664627862,0.037413720137158935,11124.98415483039,10.084084497247128,
555,2021-01-03 12:00:00,1.0,0.0,0.0,0.8259935815921442,0.0432656167787866,11606.313455943355,21.815020948870743,envelope_close_tp
556,2021-01-03 16:00:00,1.0,12.606139462662739,0.9981402797188725,0.895030352183354,0.002780102989046629,11638.580202674035,33.521072922547695,entry_fill
557,2021-01-03 20:00:00,1.0,12.606139462662739,0.9982479730362864,0.8949279356325308,0.06146784247289383,12353.978617180144,33.521072922547695,
558,2021-01-04 00:00:00,1.0,12.606139462662739,0.9983218298735492,0.9041669335842908,0.04401033965434742,12897.681412204789,33.521072922547695,
559,2021-01-04 04:00:00,1.0,0.0,0.0,0.9139775419680262,0.02933553683167145,13276.041820315686,46.94147054054925,envelope_close_tp
560,2021-01-04 08:00:00,1.0,12.671767135743993,0.9977264654079574,0.9153406406384189,-0.06553566582456294,12405.987580106555,60.32811644497243,entry_fill;envelope_close_sl
561,2021-01-04 12:00:00,1.0,0.0,0.0,0.9472452549707329,-0.0009354230384152062,12394.38273350983,72.84916982091357,
562,2021-01-04 16:00:00,1.0,11.879150813895759,0.9978777096623827,0.9699877042532334,0.001077213067303795,12407.734124551533,85.34681095024837,entry_fill
563,2021-01-04 20:00:00,1.0,11.879150813895759,0.9978759811591035,0.96999017302049,-0.0008137890520906188,12397.636846359721,85.34681095024837,
564,2021-01-05 00:00:00,1.0,11.879150813895759,0.9977920550826375,0.9700865375144961,-0.03801094665275784,11926.390933572477,85.34681095024837,
565,2021-01-05 04:00:00,1.0,11.879150813895759,0.9977957654837241,0.9810122957108535,0.0016833059546095264,11946.46669844796,85.34681095024837,
566,2021-01-05 08:00:00,1.0,11.879150813895759,0.9978775674213618,0.9809661340247825,0.03854159536613588,12406.90258399456,85.34681095024837,
567,2021-01-05 12:00:00,1.0,11.879150813895759,0.9978989117112042,0.9871075601023472,0.010158682981683542,12532.940374129992,85.34681095024837,
568,2021-01-05 16:00:00,1.0,11.879150813895759,0.997982129247008,0.9874081488876975,0.04124027055769708,13049.802226042597,85.34681095024837,
569,2021-01-05 20:00:00,1.0,11.879150813895759,0.9979880448943279,0.9959248094883187,0.0029402481711418016,13088.17188317148,85.34681095024837,
570,2021-01-06 00:00:00,1.0,11.879150813895759,0.9979431089592945,0.9956607585252217,-0.021846531558629256,12802.240723081011,85.34681095024837,
571,2021-01-06 04:00:00,1.0,11.879150813895759,0.9980008009897502,0.9982758865004395,0.028857572537758447,13171.682313393167,85.34681095024837,
572,2021-01-06 08:00:00,1.0,11.879150813895759,0.9980792551792377,1.0018638191085592,0.04084571185066377,13709.689053754508,85.34681095024837,
573,2021-01-06 12:00:00,1.0,11.879150813895759,0.9980658648458779,1.0074792322606256,-0.006923163219156647,13614.77463875148,85.34681095024837,
574,2021-01-06 16:00:00,1.0,11.879150813895759,0.9980939539557112,1.0081266196399814,0.014736847474186243,13815.413495998178,85.34681095024837,
575,2021-01-06 20:00:00,1.0,11.879150813895759,0.9981689591423636,1.0073652752300808,0.040963141996287256,14381.336240772174,85.34681095024837,
576,2021-01-07 00:00:00,1.0,11.879150813895759,0.9981761152548113,1.015305353001594,0.0039235551843948,14437.76220713818,85.34681095024837,
577,2021-01-07 04:00:00,1.0,11.879150813895759,0.9981347396010305,1.0148394421729172,-0.02218223997236146,14117.500301195549,85.34681095024837,
578,2021-01-07 08:00:00,1.0,11.879150813895759,0.9981578511972808,1.0189203951863854,0.012545998573145756,14294.618439830732,85.34681095024837,
579,2021-01-07 12:00:00,1.0,11.879150813895759,0.9982295187048641,1.0144029687767797,0.04047911027359441,14873.251875975597,85.34681095024837,
580,2021-01-07 16:00:00,1.0,11.879150813895759,0.9982070503905401,1.0219132127372164,-0.012531481200226624,14686.867999705573,85.34681095024837,
581,2021-01-07 20:00:00,1.0,11.879150813895759,0.9981935055916789,1.0230743584353568,-0.007497836029235372,14576.748271660757,85.34681095024837,
582,2021-01-08 00:00:00,1.0,11.879150813895759,0.9980762881774526,1.0173872598467366,-0.06093293852661086,13688.544165305771,85.34681095024837,
